Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CA14,Carbonic anhydrase 14,34978,-0.0650853483063218,0.00775948448206604,-0.0802939378911713,-0.0498767587214724,5.54910119515863e-17
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,GGH,Gamma-glutamyl hydrolase,34674,0.0471407666530549,0.00757525568156637,0.0322932655171848,0.0619882677889249,5.05816602964642e-10
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,ACP5,Tartrate-resistant acid phosphatase type 5,34909,0.0422074508779101,0.00723717779110305,0.0280225824073481,0.0563923193484721,5.62910952144891e-09
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,MRC1,Macrophage mannose receptor 1,33062,0.035157231671565,0.00603066480399488,0.0233371286557351,0.046977334687395,5.73821023749643e-09
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,LEP,Leptin,34888,0.0833888845220436,0.0150313224031351,0.0539274926118987,0.112850276432188,2.96172880364736e-08
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,SERPINA7,Thyroxine-binding globulin,33059,0.0233607115335561,0.00424675834378339,0.0150370651797407,0.0316843578873715,3.88130935008073e-08
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CA6,Carbonic anhydrase 6,34839,-0.0772421873170802,0.0141660990835245,-0.105007741520788,-0.0494766331133722,5.07113348328034e-08
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,MEGF10,Multiple epidermal growth factor-like domains protein 10,34865,-0.0488491040607522,0.0090120575710602,-0.0665127369000302,-0.0311854712214742,6.07156247859471e-08
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,33059,0.0837179510428376,0.0156469674046783,0.0530498949296681,0.114386007156007,8.98567794898039e-08
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,INHBC,Inhibin beta C chain,34875,0.0495722752887191,0.00945818524228108,0.0310342322138482,0.06811031836359,1.62483111591858e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CFH,Complement factor H,32490,0.0280758975800086,0.0054508092977433,0.0173923113564317,0.0387594838035855,2.6514432589374e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,BPIFB2,BPI fold-containing family B member 2,33040,0.0685628228153533,0.0135247735973483,0.0420542665645506,0.0950713790661559,4.06807602775527e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,FABP4,"Fatty acid-binding protein, adipocyte",35023,0.0526154121898616,0.0104636869234932,0.0321065858198149,0.0731242385599083,5.02318000554709e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,ICAM1,Intercellular adhesion molecule 1,34828,0.0311306532515158,0.00622157688388083,0.0189363625591094,0.0433249439439222,5.71243865902129e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,ITGAV,Integrin alpha-V,34978,-0.0182213040546477,0.00364846561722449,-0.0253722966644077,-0.0110703114448877,5.99656601086948e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,34999,0.027598115183131,0.00557229039770063,0.0166764260036378,0.0385198043626242,7.42488597096929e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CD83,CD83 antigen,34882,0.0336828313430052,0.00687859476052236,0.0202007856123813,0.047164877073629,9.88121303792882e-07
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,SERPIND1,Heparin cofactor 2,33035,0.0308173564443242,0.0063416165762299,0.0183877879549136,0.0432469249337348,1.19606829340002e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,LDLR,Low-density lipoprotein receptor,34902,0.0556280975742326,0.0115863325052653,0.0329188858639126,0.0783373092845526,1.5980164535656e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CDHR5,Cadherin-related family member 5,34888,0.0413795461312637,0.00862821939108916,0.0244682361247289,0.0582908561377984,1.64115609481865e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,IL18R1,Interleukin-18 receptor 1,35019,0.0338571406935219,0.00714382679532901,0.019855240174677,0.0478590412123667,2.17046541688887e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CFI,Complement factor I,33059,0.0215267638014746,0.00456748078460189,0.0125745014636549,0.0304790261392943,2.47619271028109e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,PRND,Prion-like protein doppel,33034,0.0515746180757821,0.0110022680207873,0.030010172755039,0.0731390633965252,2.80364635229297e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,A1BG,Alpha-1B-glycoprotein,33059,0.0185327866109008,0.00397030243762423,0.0107509938331573,0.0263145793886443,3.08669095897628e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CREG1,Protein CREG1,34718,0.0383124300029654,0.0082790203200498,0.0220855501756678,0.054539309830263,3.74116526524214e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,34880,0.113538925412632,0.024701656055202,0.065123679544436,0.161954171280828,4.34611491944456e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CDCP1,CUB domain-containing protein 1,34813,0.046626374040666,0.0103610313464626,0.0263187526015993,0.0669339954797327,6.86000367891769e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CFP,Properdin,33059,0.0237050659609504,0.00531384286766031,0.0132899339403362,0.0341201979815646,8.25461907568535e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,PLAUR,Urokinase plasminogen activator surface receptor,34787,0.0251102593453459,0.00564750247464846,0.0140411544950349,0.0361793641956569,8.82406982602599e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,HAVCR2,Hepatitis A virus cellular receptor 2,34875,0.0318228311528853,0.00718604314332353,0.0177381865919711,0.0459074757137994,9.5839941420124e-06
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,MXRA8,Matrix remodeling-associated protein 8,32870,-0.0299005712417817,0.00680796768904548,-0.0432441879123108,-0.0165569545712526,1.13597543066535e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,MERTK,Tyrosine-protein kinase Mer,35019,0.0241303958787427,0.00557365321147749,0.0132060355842468,0.0350547561732386,1.50842326882933e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,KRT18,"Keratin, type I cytoskeletal 18",34829,0.0749021664742594,0.0173191928345464,0.0409565485185486,0.10884778442997,1.54014890293777e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,CLEC4A,C-type lectin domain family 4 member A,34882,-0.0337641892005739,0.0078156425795047,-0.0490828486564032,-0.0184455297447447,1.57340022102095e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,SHISA5,Protein shisa-5,33040,0.0208977269667997,0.00492288872485363,0.0112488650660866,0.0305465888675128,2.20731882589808e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,PIGR,Polymeric immunoglobulin receptor,34735,0.032350760245754,0.00765429500741966,0.0173483420312114,0.0473531784602965,2.39308718385271e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,PSAP,Prosaposin,32958,0.0265753875033071,0.00628773303020364,0.0142514307641079,0.0388993442425062,2.39624362626174e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,NOS3,"Nitric oxide synthase, endothelial",34641,0.0486553993233586,0.0115746155684609,0.0259691528091754,0.0713416458375419,2.64787626837767e-05
Lifestyle factors,X29167#0.Sports and social activities attended in person at least once a week_None of the above,GFRA1,GDNF family receptor alpha-1,34969,0.0237019750507533,0.00567762855135787,0.0125738230900919,0.0348301270114147,3.00752104718574e-05
