Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20683.Liking for lamb,CKB,Creatine kinase B-type,33447,-0.296068275965394,0.0308647112315033,-0.356563109979141,-0.235573441951647,1.07649069631285e-21
Diet and food preferences,X20683.Liking for lamb,IGFBP2,Insulin-like growth factor-binding protein 2,35528,-0.221027741942575,0.0244824192987221,-0.26901328376807,-0.17304220011708,2.0213499029155e-19
Diet and food preferences,X20683.Liking for lamb,HAVCR1,Hepatitis A virus cellular receptor 1,35478,0.232360499231414,0.0262422489515516,0.180925691286373,0.283795307176455,9.62704598531124e-19
Diet and food preferences,X20683.Liking for lamb,DSC2,Desmocollin-2,35232,-0.384115623249395,0.0474039916143474,-0.477027446813516,-0.291203799685274,5.9091456204599e-16
Diet and food preferences,X20683.Liking for lamb,FOLR1,Folate receptor alpha,35371,-0.446881899617116,0.05637689274682,-0.557380609400884,-0.336383189833349,2.45826045858184e-15
Diet and food preferences,X20683.Liking for lamb,LAYN,Layilin,35306,-0.374153267618672,0.0490000631382673,-0.470193391369675,-0.278113143867668,2.42338323333454e-14
Diet and food preferences,X20683.Liking for lamb,THY1,Thy-1 membrane glycoprotein,35514,-0.420671266004637,0.0570229229876409,-0.532436195060414,-0.308906336948861,1.72590902415223e-13
Diet and food preferences,X20683.Liking for lamb,DSG2,Desmoglein-2,35393,-0.418309228267009,0.0568353337309978,-0.529706482379764,-0.306911974154253,1.96385267362324e-13
Diet and food preferences,X20683.Liking for lamb,CNDP1,Beta-Ala-His dipeptidase,35424,0.241374840565469,0.0328000565794557,0.177086729669736,0.305662951461202,1.97885450373813e-13
Diet and food preferences,X20683.Liking for lamb,SCARF2,Scavenger receptor class F member 2,35514,-0.394321935989435,0.0550358217416664,-0.502192146603101,-0.286451725375769,8.25866813488677e-13
Diet and food preferences,X20683.Liking for lamb,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,35393,-0.4411660162487,0.0625284298541368,-0.563721738762808,-0.318610293734591,1.81908926769906e-12
Diet and food preferences,X20683.Liking for lamb,ALCAM,CD166 antigen,35548,-0.543534124127705,0.0790440699593244,-0.69846050124798,-0.388607747007429,6.45398175254347e-12
Diet and food preferences,X20683.Liking for lamb,GUCA2A,Guanylin,35338,-0.330437698462921,0.0480859659557614,-0.424686191736213,-0.236189205189628,6.66757902575774e-12
Diet and food preferences,X20683.Liking for lamb,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,35514,-0.390433702524551,0.0570126449632861,-0.502178486652592,-0.27868891839651,7.85499989912509e-12
Diet and food preferences,X20683.Liking for lamb,GAS6,Growth arrest-specific protein 6,35465,-0.401984411505732,0.0589912093017374,-0.517607181737137,-0.286361641274326,9.94082636469314e-12
Diet and food preferences,X20683.Liking for lamb,CD93,Complement component C1q receptor,34923,-0.352835652791107,0.0519565964297707,-0.454670581793457,-0.251000723788756,1.17096747320528e-11
Diet and food preferences,X20683.Liking for lamb,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,35406,-0.32909099077544,0.0493858656438367,-0.42588728743736,-0.23229469411352,2.79236121839279e-11
Diet and food preferences,X20683.Liking for lamb,PLAU,Urokinase-type plasminogen activator,35393,-0.350052555626459,0.0526173442895081,-0.453182550433895,-0.246922560819023,3.00594817814498e-11
Diet and food preferences,X20683.Liking for lamb,DLL1,Delta-like protein 1,35433,-0.356985455814167,0.0539037277835623,-0.462636762269949,-0.251334149358385,3.68452248107014e-11
