Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20692.Liking for mushrooms,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,35334,-0.310344725636145,0.046234321807242,-0.400963996378339,-0.21972545489395,2.00436792001813e-11
Diet and food preferences,X20692.Liking for mushrooms,PTGDS,Prostaglandin-H2 D-isomerase,35302,-0.3716492944583,0.0571618716620247,-0.483686562915868,-0.259612026000732,8.27254420022679e-11
Diet and food preferences,X20692.Liking for mushrooms,GFRA1,GDNF family receptor alpha-1,35475,-0.376918262919625,0.0595699207407312,-0.493675307571458,-0.260161218267792,2.58629725282671e-10
Diet and food preferences,X20692.Liking for mushrooms,BGLAP,Osteocalcin,33447,-0.133945846202911,0.0218917075913495,-0.176853593081956,-0.0910380993238663,9.81193239631091e-10
Diet and food preferences,X20692.Liking for mushrooms,EPHA1,Ephrin type-A receptor 1,35439,-0.287961360393962,0.0470903957440744,-0.380258536052348,-0.195664184735576,9.96237007835135e-10
Diet and food preferences,X20692.Liking for mushrooms,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,35393,-0.379859885263366,0.0641982347677612,-0.505688425408178,-0.254031345118554,3.37223179373193e-09
Diet and food preferences,X20692.Liking for mushrooms,MPO,Myeloperoxidase,35393,-0.18918614604389,0.0333353200805929,-0.254523373401852,-0.123848918685928,1.41830810642152e-08
Diet and food preferences,X20692.Liking for mushrooms,EPHB6,Ephrin type-B receptor 6,35306,-0.297784954730415,0.0525075609570116,-0.400699774206158,-0.194870135254672,1.4517309133857e-08
Diet and food preferences,X20692.Liking for mushrooms,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,35393,-0.323096111557947,0.0598950883474168,-0.440490484718884,-0.20570173839701,7.01252720954794e-08
Diet and food preferences,X20692.Liking for mushrooms,CKAP4,Cytoskeleton-associated protein 4,35473,-0.335418777076043,0.0628905863005561,-0.458684326225133,-0.212153227926953,9.82174830618957e-08
Diet and food preferences,X20692.Liking for mushrooms,TGFBR2,TGF-beta receptor type-2,35433,-0.290353927150767,0.0548886107816661,-0.397935604282832,-0.182772250018701,1.24634227417643e-07
