Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X2149.Lifetime number of sexual partners,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,43899,-0.163183743628069,0.0159867462264119,-0.194517766231837,-0.131849721024302,2.10728925479874e-24
Health and medical history,X2149.Lifetime number of sexual partners,C4BPB,C4b-binding protein beta chain,47130,-0.249345355169012,0.0285700020899876,-0.305342559265388,-0.193348151072636,2.7746592415773e-18
Health and medical history,X2149.Lifetime number of sexual partners,ALCAM,CD166 antigen,47374,-0.504910219983913,0.0589392403863992,-0.620431131141256,-0.389389308826571,1.13006265943962e-17
Health and medical history,X2149.Lifetime number of sexual partners,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,47064,-0.0780388579493792,0.0100805661471562,-0.0977967675978054,-0.0582809483009529,1.02239087441294e-14
Health and medical history,X2149.Lifetime number of sexual partners,LEP,Leptin,47093,-0.130932734756685,0.0169633743637032,-0.164180948509543,-0.0976845210038269,1.22384262996657e-14
Health and medical history,X2149.Lifetime number of sexual partners,NRCAM,Neuronal cell adhesion molecule,47093,-0.315357732205053,0.0413318515725534,-0.396368161287258,-0.234347303122849,2.43957360463137e-14
Health and medical history,X2149.Lifetime number of sexual partners,CDHR5,Cadherin-related family member 5,47093,-0.222121557049474,0.0297478414597141,-0.280427326310514,-0.163815787788434,8.50519340158814e-14
Health and medical history,X2149.Lifetime number of sexual partners,PTPRS,Receptor-type tyrosine-protein phosphatase S,47374,-0.343914863537072,0.0463940565095663,-0.434847214295822,-0.252982512778322,1.27732613325186e-13
Health and medical history,X2149.Lifetime number of sexual partners,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,43969,-0.130958198631558,0.018659870868765,-0.167531545534337,-0.0943848517287786,2.31941553245209e-12
Health and medical history,X2149.Lifetime number of sexual partners,OXT,Oxytocin-neurophysin 1,47315,0.0568467874649869,0.00817301288676013,0.040827682206937,0.0728658927230367,3.60732835123022e-12
Health and medical history,X2149.Lifetime number of sexual partners,PDCD1,Programmed cell death protein 1,47264,-0.195097201562576,0.0281108228013246,-0.250194414253172,-0.13999998887198,4.01516468721223e-12
Health and medical history,X2149.Lifetime number of sexual partners,PCDH9,Protocadherin-9,43899,-0.275750951984539,0.0397292757770666,-0.353620332507589,-0.197881571461488,4.01942337425238e-12
Health and medical history,X2149.Lifetime number of sexual partners,APOM,Apolipoprotein M,47110,0.295273879876877,0.0428531343332859,0.211281736583636,0.379266023170117,5.70691958072578e-12
Health and medical history,X2149.Lifetime number of sexual partners,CHRDL1,Chordin-like protein 1,47151,-0.257422846824743,0.0373772081326491,-0.330682174764735,-0.184163518884751,5.8365050051181e-12
Health and medical history,X2149.Lifetime number of sexual partners,GGH,Gamma-glutamyl hydrolase,46644,-0.228859523707612,0.0340940643091739,-0.295683889753592,-0.162035157661631,1.95691049033837e-11
Health and medical history,X2149.Lifetime number of sexual partners,C9,Complement component C9,43984,-0.168653404317242,0.0253284538890799,-0.218297173939839,-0.119009634694646,2.83478003848019e-11
Health and medical history,X2149.Lifetime number of sexual partners,GHRL,Appetite-regulating hormone,47093,0.0990563170085158,0.014925298190304,0.06980273255552,0.128309901461512,3.27613240749596e-11
Health and medical history,X2149.Lifetime number of sexual partners,IL1RL2,Interleukin-1 receptor-like 2,46651,-0.194002708601559,0.0292386293781297,-0.251310422182694,-0.136694995020425,3.3144522874633e-11
Health and medical history,X2149.Lifetime number of sexual partners,GFRA1,GDNF family receptor alpha-1,47270,-0.279902717572891,0.0422527628531564,-0.362718132765077,-0.197087302380704,3.56027048884249e-11
Health and medical history,X2149.Lifetime number of sexual partners,TFRC,Transferrin receptor protein 1,47147,-0.191817406514143,0.0290183861438028,-0.248693443355996,-0.134941369672289,3.92096703296766e-11
Health and medical history,X2149.Lifetime number of sexual partners,DSC2,Desmocollin-2,46786,-0.231754000486185,0.0354356250928879,-0.301207825668246,-0.162300175304125,6.27555667681616e-11
Health and medical history,X2149.Lifetime number of sexual partners,DLK1,Protein delta homolog 1,47374,-0.131869422183518,0.0202448286356859,-0.171549286309463,-0.0921895580575739,7.47870295139223e-11
Health and medical history,X2149.Lifetime number of sexual partners,AGER,Advanced glycosylation end product-specific receptor,47021,-0.187692874513413,0.0290908931338457,-0.244711025055751,-0.130674723971075,1.12605311284435e-10
Health and medical history,X2149.Lifetime number of sexual partners,CSF1,Macrophage colony-stimulating factor 1,47182,-0.281410469773789,0.0436257142853636,-0.366916869773101,-0.195904069774476,1.13619798748396e-10
Health and medical history,X2149.Lifetime number of sexual partners,EPHB6,Ephrin type-B receptor 6,46892,-0.246808322039812,0.0384941672628062,-0.322256889874912,-0.171359754204712,1.46814466050448e-10
Health and medical history,X2149.Lifetime number of sexual partners,FGA,Fibrinogen alpha chain,43490,-0.2800420723968,0.0440343279893318,-0.366349355255891,-0.19373478953771,2.06701283015075e-10
Health and medical history,X2149.Lifetime number of sexual partners,KIT,Mast/stem cell growth factor receptor Kit,47110,0.250438629276687,0.0394245974120736,0.173166418349022,0.327710840204351,2.15984180281805e-10
Health and medical history,X2149.Lifetime number of sexual partners,ADA2,Adenosine deaminase 2,46923,-0.175280479261866,0.0280018245831028,-0.230164055444748,-0.120396903078985,3.92742668238324e-10
