Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TPSAB1,Tryptase alpha/beta-1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,15312,818,1.29 [1.14-1.47],6.899865378772049e-05
TPSAB1,Tryptase alpha/beta-1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21182,567,1.35 [1.17-1.56],5.985554517382049e-05
TPSAB1,Tryptase alpha/beta-1,Chapter IX Diseases of the circulatory system,Peripheral artery disease,22577,165,1.75 [1.34-2.29],4.767835044364668e-05
