Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
LDLR,Low-density lipoprotein receptor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21023,558,0.72 [0.62-0.83],1.433760155229395e-05
LDLR,Low-density lipoprotein receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,20981,146,0.51 [0.38-0.68],7.281085344598479e-06
LDLR,Low-density lipoprotein receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,20965,130,0.53 [0.39-0.72],6.460008690348889e-05
LDLR,Low-density lipoprotein receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,21533,698,0.71 [0.62-0.82],3.0133559848434257e-06
LDLR,Low-density lipoprotein receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,21506,671,0.72 [0.62-0.83],8.541069108419349e-06
LDLR,Low-density lipoprotein receptor,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,12200,607,0.68 [0.58-0.79],1.1967111203167698e-06
LDLR,Low-density lipoprotein receptor,Chapter IX Diseases of the circulatory system,Varicose veins,22632,342,0.63 [0.52-0.76],2.518473593935893e-06
LDLR,Low-density lipoprotein receptor,Chapter X Diseases of the respiratory system,Early onset COPD,22469,195,0.55 [0.43-0.71],5.495455081469282e-06
LDLR,Low-density lipoprotein receptor,Chapter X Diseases of the respiratory system,"COPD, hospital admissions 1, only main diagnosis",22502,228,0.61 [0.48-0.77],3.498111082412816e-05
LDLR,Low-density lipoprotein receptor,Chapter X Diseases of the respiratory system,"Other chronic obstructive pulmonary disease, including avohilmo",22502,228,0.61 [0.48-0.77],3.498111082412816e-05
LDLR,Low-density lipoprotein receptor,Chapter X Diseases of the respiratory system,Other diseases of pleura,21605,289,0.65 [0.53-0.80],5.936358708874158e-05
