Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CD300E,CMRF35-like molecule 2,27664,40,3.32 [1.97-5.59],6.11592800715726e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CD3E,T-cell surface glycoprotein CD3 epsilon chain,23555,34,1.96 [1.42-2.69],3.504890354793758e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CLEC1A,C-type lectin domain family 1 member A,27027,40,4.36 [2.20-8.62],2.2952827699374405e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CLSTN3,Calsyntenin-3,23953,34,3.23 [1.89-5.53],1.8551330177269124e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,EPHA2,Ephrin type-A receptor 2,26570,39,2.94 [1.87-4.61],2.98529920033744e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,24007,34,4.50 [2.31-8.78],1.0049152760574086e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,KIRREL2,Kin of IRRE-like protein 2,26864,40,2.19 [1.51-3.17],3.154051621174168e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,NEFL,Neurofilament light polypeptide,26776,40,3.81 [2.69-5.39],4.88534316236565e-14
Chapter VI Diseases of the nervous system,Small fibre neuropathy,NOS1,"Nitric oxide synthase, brain",26864,40,2.61 [1.67-4.08],2.795396497386046e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,PLA2G15,Phospholipase A2 group XV,27628,40,5.97 [2.46-14.51],8.060499679915091e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,RNASET2,Ribonuclease T2,27737,42,3.62 [2.28-5.73],4.2789898772384564e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,SEPTIN8,Septin-8,23908,34,2.49 [1.60-3.89],5.778676573774037e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,SMPD1,Sphingomyelin phosphodiesterase,27636,41,2.74 [1.71-4.40],2.848991699188009e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,27341,41,2.41 [2.13-2.74],6.123837532702939e-43
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ULBP2,UL16-binding protein 2,27341,41,3.40 [1.92-6.01],2.5537173022183823e-05
