Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACAN,Aggrecan core protein,18904,311,1.66 [1.16-2.39],0.0059043702410044
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACE2,Angiotensin-converting enzyme 2,18725,310,1.48 [1.24-1.77],1.819234833890473e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AGBL2,Cytosolic carboxypeptidase 2,16089,261,0.83 [0.74-0.94],0.0029820127536077
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AGR2,Anterior gradient protein 2 homolog,18471,313,1.16 [1.05-1.28],0.0030227825330579
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AGR3,Anterior gradient protein 3,18606,303,1.25 [1.06-1.47],0.0083323419562683
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AMBP,Protein AMBP,19214,316,2.50 [1.52-4.10],0.0002901758713934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ATP6AP2,Renin receptor,18633,303,1.35 [1.10-1.65],0.003293107081534
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,BRK1,Protein BRICK1,18636,313,1.67 [1.35-2.08],2.463650153111105e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1,18633,303,1.33 [1.08-1.65],0.007918198690979
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CBLN4,Cerebellin-4,19237,316,0.61 [0.44-0.84],0.00283556639815
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CCN3,CCN family member 3,19276,318,2.00 [1.51-2.63],9.637643630573263e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CD276,CD276 antigen,19076,320,1.67 [1.25-2.22],0.0005144599743427
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CD59,CD59 glycoprotein,18368,310,2.07 [1.38-3.12],0.0004683058592673
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CD5L,CD5 antigen-like,16560,274,0.71 [0.55-0.92],0.0087776078183292
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CD86,T-lymphocyte activation antigen CD86,16548,271,0.58 [0.40-0.84],0.0045695165866364
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CDH1,Cadherin-1,18416,301,1.41 [1.14-1.74],0.0017802221157654
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CELA2A,Chymotrypsin-like elastase family member 2A,16631,275,0.72 [0.59-0.87],0.0006262029115385
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CGREF1,Cell growth regulator with EF hand domain protein 1,19067,313,1.48 [1.16-1.88],0.0013582031215808
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CHGA,Chromogranin-A,16631,275,1.29 [1.16-1.45],4.44505331887156e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CKAP4,Cytoskeleton-associated protein 4,19157,316,1.74 [1.23-2.46],0.0016375822715077
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CKMT1A_CKMT1B,"Creatine kinase U-type, mitochondrial",18997,316,1.23 [1.05-1.44],0.0086181389412724
