Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE2,Angiotensin-converting enzyme 2,21475,175,1.69 [1.34-2.14],1.0299477701292898e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACHE,Acetylcholinesterase,18760,158,0.34 [0.20-0.57],3.4875629094930894e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,21993,183,2.20 [1.52-3.17],2.653408597376557e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,22106,186,0.59 [0.43-0.81],0.0011881893251178
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,21952,183,0.61 [0.46-0.81],0.0007319792943661
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTSL5,ADAMTS-like protein 5,19193,169,0.56 [0.38-0.81],0.0019412585573493
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE2,Adhesion G protein-coupled receptor E2,21988,182,0.51 [0.32-0.82],0.0053465478730694
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE5,Adhesion G protein-coupled receptor E5,22047,183,0.47 [0.30-0.75],0.0014267194744354
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRG2,Adhesion G-protein coupled receptor G2,21894,183,0.40 [0.25-0.66],0.0002958385576881
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADM,Pro-adrenomedullin,22077,184,2.36 [1.43-3.90],0.0007534813091152
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,18701,167,0.42 [0.25-0.69],0.0007788754737922
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMBP,Protein AMBP,22049,184,2.51 [1.30-4.86],0.0062086070916356
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMN,Protein amnionless,21458,182,1.40 [1.09-1.80],0.0078776267786738
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2A,Pancreatic alpha-amylase,20992,176,0.63 [0.47-0.85],0.0019338847303175
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2B,Alpha-amylase 2B,20368,170,0.60 [0.44-0.80],0.0006083094298792
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ANGPT2,Angiopoietin-2,22077,184,1.55 [1.13-2.13],0.0061254405801338
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ANXA5,Annexin A5,21306,174,1.81 [1.26-2.60],0.0014163116086067
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,APOA1,Apolipoprotein A-I,19213,169,0.40 [0.21-0.74],0.0035579778076129
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,APOA4,Apolipoprotein A-IV,19213,169,0.52 [0.33-0.83],0.0060105709078258
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ART3,Ecto-ADP-ribosyltransferase 3,21944,182,0.33 [0.22-0.50],1.212605548183675e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BAG3,BAG family molecular chaperone regulator 3,21695,180,0.56 [0.43-0.72],6.190406011580167e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BCAN,Brevican core protein,21732,180,0.41 [0.27-0.60],5.681768916715863e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BGLAP,Osteocalcin,19176,170,0.80 [0.68-0.94],0.0072071086385113
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BPIFA2,BPI fold-containing family A member 2,18007,161,0.79 [0.68-0.91],0.0017062533366527
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,18719,156,0.65 [0.49-0.87],0.0036438576961444
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA14,Carbonic anhydrase 14,22077,184,0.24 [0.16-0.34],3.671283700195996e-15
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA6,Carbonic anhydrase 6,21814,180,0.55 [0.44-0.67],6.010361722373016e-09
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CBLN4,Cerebellin-4,22077,184,0.45 [0.30-0.67],0.0001113872863572
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CCL20,C-C motif chemokine 20,22106,186,1.21 [1.07-1.37],0.0027731132416291
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CCL3,C-C motif chemokine 3,21841,184,1.27 [1.07-1.49],0.0049604122114572
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CCL7,C-C motif chemokine 7,21841,184,1.36 [1.15-1.61],0.0003289551130851
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD160,CD160 antigen,22106,186,0.62 [0.46-0.83],0.0012441967450039
