Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",22131,98,1.33 [1.12-1.59],0.001205818633722
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACE2,Angiotensin-converting enzyme 2,25392,114,1.71 [1.32-2.22],5.776746878841258e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADA2,Adenosine deaminase 2,25702,118,1.94 [1.36-2.77],0.000257285100789
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADAMTSL2,ADAMTS-like protein 2,22548,101,2.35 [1.40-3.96],0.0012623053377737
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,25260,120,1.39 [1.09-1.77],0.0076829488797458
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRE1,Adhesion G protein-coupled receptor E1,22434,100,1.57 [1.15-2.15],0.0043470201886983
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRE2,Adhesion G protein-coupled receptor E2,25990,121,2.54 [1.49-4.34],0.0006162360892461
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRE5,Adhesion G protein-coupled receptor E5,26063,118,2.24 [1.42-3.52],0.0004897753544649
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRG1,Adhesion G-protein coupled receptor G1,25757,121,1.43 [1.16-1.76],0.0008395054051871
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ALCAM,CD166 antigen,26193,119,3.32 [1.53-7.21],0.0024333807103967
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AMIGO2,Amphoterin-induced protein 2,25757,121,4.02 [1.99-8.15],0.0001116333396335
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT2,Angiopoietin-2,26090,122,2.36 [1.65-3.37],2.7704882293715404e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ARSA,Arylsulfatase A,25867,122,1.55 [1.13-2.13],0.0064537523743455
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ARSB,Arylsulfatase B,25757,121,1.46 [1.11-1.92],0.0071337229891016
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ASGR2,Asialoglycoprotein receptor 2,22564,102,2.63 [1.36-5.10],0.0041112818861169
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AXL,Tyrosine-protein kinase receptor UFO,25958,118,2.08 [1.20-3.61],0.0087913040517304
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",B4GALT1,"Beta-1,4-galactosyltransferase 1",25990,121,2.27 [1.31-3.93],0.0034498416544429
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BCAM,Basal cell adhesion molecule,25867,122,2.82 [1.61-4.96],0.000311167442877
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BGN,Biglycan,25215,120,0.82 [0.71-0.94],0.0048812895844343
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BLNK,B-cell linker protein,21912,96,1.60 [1.12-2.28],0.0095643961174329
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BMPER,BMP-binding endothelial regulator protein,22063,98,2.94 [1.42-6.08],0.0037802341864005
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BPIFB2,BPI fold-containing family B member 2,22510,102,1.45 [1.14-1.84],0.0023892947573597
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BST2,Bone marrow stromal antigen 2,26093,122,1.38 [1.09-1.76],0.0084171648358984
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BTN2A1,Butyrophilin subfamily 2 member A1,25990,121,2.25 [1.27-3.98],0.0056086633136995
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,25958,118,1.64 [1.17-2.31],0.0042583972925142
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C4BPB,C4b-binding protein beta chain,25964,121,1.76 [1.20-2.56],0.0034958863541501
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C7,Complement component C7,22049,97,3.63 [2.02-6.53],1.7286900168562306e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CA9,Carbonic anhydrase 9,26090,122,1.55 [1.13-2.13],0.0064191641578805
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL11,Eotaxin,26145,120,2.83 [1.87-4.28],8.575053536958193e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL18,C-C motif chemokine 18,25496,114,1.42 [1.20-1.67],2.9650644693079218e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL20,C-C motif chemokine 20,26145,120,1.30 [1.13-1.49],0.0002449675515834
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL21,C-C motif chemokine 21,25990,121,1.45 [1.10-1.92],0.0085202245953621
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL23,C-C motif chemokine 23,25990,121,1.97 [1.36-2.86],0.0003522196267021
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCN3,CCN family member 3,26157,119,1.99 [1.33-2.98],0.0008993371727183
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD101,Immunoglobulin superfamily member 2,22434,100,1.75 [1.19-2.58],0.0048010404964807
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD274,Programmed cell death 1 ligand 1,25692,119,1.74 [1.17-2.58],0.0063813462143107
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD28,T-cell-specific surface glycoprotein CD28,25260,120,1.70 [1.17-2.46],0.0050973066926477
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD300LG,CMRF35-like molecule 9,25867,122,1.86 [1.23-2.82],0.0034387612222647
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,25757,121,1.91 [1.17-3.12],0.0096181011647656
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD4,T-cell surface glycoprotein CD4,25786,121,1.70 [1.19-2.44],0.0034793715778436
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD48,CD48 antigen,25946,121,2.12 [1.25-3.58],0.0050060936652102
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD5,T-cell surface glycoprotein CD5,26054,122,2.02 [1.29-3.18],0.0022597223928053
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD74,HLA class II histocompatibility antigen gamma chain,26093,122,1.99 [1.31-3.03],0.0013378873431948
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD80,T-lymphocyte activation antigen CD80,22555,102,2.63 [1.68-4.13],2.4975938212734994e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD93,Complement component C1q receptor,24879,112,2.00 [1.22-3.26],0.0057605264789205
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD99,CD99 antigen,25867,122,2.97 [1.36-6.46],0.0061579674373119
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD99L2,CD99 antigen-like protein 2,25867,122,2.47 [1.30-4.70],0.0059552551577728
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CDCP1,CUB domain-containing protein 1,25692,119,1.58 [1.17-2.14],0.0027750206845831
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CDH5,Cadherin-5,26193,119,1.98 [1.21-3.26],0.0069902167623914
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CDH6,Cadherin-6,25873,118,2.12 [1.41-3.19],0.0003118989838305
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLEC11A,C-type lectin domain family 11 member A,25821,122,1.95 [1.40-2.72],6.915991386152842e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLEC14A,C-type lectin domain family 14 member A,25867,122,1.91 [1.18-3.09],0.0083090127002511
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLEC4D,C-type lectin domain family 4 member D,25830,121,1.54 [1.19-1.98],0.0008970873753776
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLIC5,Chloride intracellular channel protein 5,21929,94,1.81 [1.26-2.59],0.0012402982405077
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLSTN2,Calsyntenin-2,26145,120,1.61 [1.13-2.30],0.0089802239776726
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CNDP1,Beta-Ala-His dipeptidase,25958,118,0.62 [0.46-0.83],0.001511910148547
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CNTN4,Contactin-4,25867,122,2.66 [1.39-5.08],0.0031367403341012
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",COL4A1,Collagen alpha-1(IV) chain,25873,118,1.80 [1.23-2.62],0.0023273724190177
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",COL5A1,Collagen alpha-1(V) chain,22063,98,2.04 [1.33-3.12],0.0010686436669027
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CR1,Complement receptor type 1,22476,102,1.91 [1.32-2.77],0.0006069881586357
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CRIM1,Cysteine-rich motor neuron 1 protein,25990,121,3.76 [1.96-7.20],6.541029134132182e-05
