Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Angina pectoris,17519,1229,0.74 [0.68-0.82],5.190653002001792e-10
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,16854,6516,0.88 [0.84-0.91],1.0553021069310247e-10
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Hypertension,17846,5658,0.84 [0.81-0.88],4.075867619811606e-15
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,"Hypertension, essential",17850,5662,0.84 [0.81-0.88],4.352959586367824e-15
