Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter II Neoplasms,Lymphoid leukaemia,18211,65,4.06 [2.65-6.22],1.1437727025586911e-10
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",14436,180,2.93 [2.21-3.90],1.2298051617216298e-13
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,22795,355,2.36 [1.88-2.95],7.313518114976006e-14
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter IX Diseases of the circulatory system,Secondary right heart disease,22793,353,2.34 [1.87-2.94],1.5522440506876888e-13
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,22526,331,2.30 [1.81-2.93],8.499382676462316e-12
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter X Diseases of the respiratory system,Interstitial lung disease,22555,360,2.28 [1.81-2.87],2.9170846872832688e-12
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,23171,993,1.69 [1.44-1.98],2.0486389598616587e-10
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,23348,441,2.12 [1.71-2.64],1.4414775483795959e-11
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,23153,975,1.69 [1.43-1.99],2.8989000301379805e-10
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,17649,965,1.68 [1.43-1.97],3.621996781377052e-10
SETMAR,Histone-lysine N-methyltransferase SETMAR,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18909,2225,1.45 [1.29-1.62],1.5458046692396774e-10
