Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PPY,Pancreatic prohormone,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,21932,117,1.62 [1.39-1.87],1.8075794432839867e-10
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20920,3867,1.09 [1.06-1.12],2.01568233270166e-10
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,17427,374,1.33 [1.22-1.45],4.579416786587616e-11
PPY,Pancreatic prohormone,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,20832,102,1.66 [1.41-1.94],5.528549670874112e-10
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,"Heart failure, strict",23353,1322,1.16 [1.11-1.21],2.4586210393169597e-10
PPY,Pancreatic prohormone,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,14563,169,1.66 [1.47-1.88],2.3753678334954773e-16
PPY,Pancreatic prohormone,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,17813,978,1.21 [1.15-1.27],1.8992859808525857e-12
PPY,Pancreatic prohormone,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",23520,964,1.23 [1.16-1.29],2.945182336088207e-14
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Acute renal failure,22659,1859,1.16 [1.12-1.21],4.480143874712221e-14
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,22340,1540,1.26 [1.21-1.31],4.129311190230056e-27
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Dialysis,20902,102,1.83 [1.57-2.15],2.9755087612770003e-14
PPY,Pancreatic prohormone,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,23361,2822,1.15 [1.11-1.19],5.0760514793074274e-18
