Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
BRK1,Protein BRICK1,Lifestyle factors,X1050.Time spend outdoors in summer,49654,0.0651785669608597,0.0284838933345555,0.00935013602513099,0.121006997896588,0.0221325067207724
BRK1,Protein BRICK1,Lifestyle factors,X1060.Time spent outdoors in winter,47565,0.0586858247652252,0.0315328681917081,-0.00311859689052278,0.120490246420973,0.0627460020909481
BRK1,Protein BRICK1,Physical activities,X1070.Time spent watching television (TV),50839,0.0207541478540092,0.0289560236926956,-0.0359996585836742,0.0775079542916926,0.473537852540638
BRK1,Protein BRICK1,Physical activities,X1080.Time spent using computer,47657,-0.0698289375929414,0.0281083478604099,-0.124921299399345,-0.014736575786538,0.0129902552277131
BRK1,Protein BRICK1,Physical activities,X1090.Time spent driving,43526,0.015308538609231,0.0323310206481102,-0.048060261861065,0.078677339079527,0.635868118382791
BRK1,Protein BRICK1,Lifestyle factors,X1160.Sleep duration,51611,-0.021199308848421,0.0251481934419807,-0.0704897679947032,0.0280911502978612,0.399251187171917
BRK1,Protein BRICK1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35462,0.0311873556710288,0.0201629574025845,-0.00833204083803678,0.0707067521800944,0.121970421156104
BRK1,Protein BRICK1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35462,0.0136965254748584,0.0193655667159735,-0.0242599852884497,0.0516530362381664,0.479430096699741
BRK1,Protein BRICK1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35462,0.0169452236296398,0.0210424158644379,-0.0242979114646585,0.0581883587239381,0.420683539930772
BRK1,Protein BRICK1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35462,0.0325489949949154,0.0211098922105978,-0.00882639373785635,0.0739243837276871,0.123152381226581
BRK1,Protein BRICK1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35462,0.031419825268216,0.0211788118133856,-0.0100906458860197,0.0729302964224517,0.137978634322648
BRK1,Protein BRICK1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35462,-0.108933427234945,0.054567752723705,-0.215886222573407,-0.0019806318964835,0.0459448152621717
BRK1,Protein BRICK1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35462,-0.0431766671336607,0.0568568843324856,-0.154616160425332,0.068262826158011,0.447646612946807
BRK1,Protein BRICK1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,35462,0.00216255225916027,0.0360463627796135,-0.0684883187888823,0.0728134233072028,0.95216261830667
BRK1,Protein BRICK1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,35462,-0.0102916434343234,0.0266123283339617,-0.0624518069688883,0.0418685201002416,0.698973191212793
BRK1,Protein BRICK1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,35462,0.000963114866791987,0.0172714521696711,-0.0328889313857635,0.0348151611193474,0.955532070782451
BRK1,Protein BRICK1,Health and medical history,X120039#18.Location of pain during the past week_Upper back,35462,0.0270881978626674,0.0261048288555074,-0.024077266694127,0.0782536624194618,0.299463742447339
BRK1,Protein BRICK1,Health and medical history,X120039#19.Location of pain during the past week_Lower back,35462,0.0122952327372244,0.0139696385942734,-0.0150852589075515,0.0396757243820003,0.378817408431042
BRK1,Protein BRICK1,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,35462,0.0248072994936585,0.0183034176213426,-0.011067399044173,0.06068199803149,0.175359041892663
BRK1,Protein BRICK1,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,35462,0.0376634549357282,0.0262068743099965,-0.0137020187118649,0.0890289285833214,0.150722629995965
BRK1,Protein BRICK1,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,35462,-0.0033807835076921,0.0245486125010964,-0.051496064009841,0.0447344969944568,0.890467790924906
BRK1,Protein BRICK1,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,35462,0.0443671836785481,0.0375380475244397,-0.0292073894693537,0.11794175682645,0.237280014479323
BRK1,Protein BRICK1,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,35462,0.0295928649697808,0.0360334046212447,-0.0410326080878587,0.10021833802742,0.411528297748684
BRK1,Protein BRICK1,Health and medical history,X120039#7.Location of pain during the past week_Left hip,35462,0.0205160627088804,0.0189873376748974,-0.0166991191339185,0.0577312445516793,0.279955431348071
BRK1,Protein BRICK1,Health and medical history,X120039#8.Location of pain during the past week_Right hip,35462,-5.38399288477277e-05,0.0178974670620438,-0.0351328753704535,0.035025195512758,0.997599868759032
BRK1,Protein BRICK1,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,35462,0.072983059742601,0.0226377794185067,0.0286130120823278,0.117353107402874,0.00127083483743035
BRK1,Protein BRICK1,Health and medical history,X120040.Fatigue severity over the past week,35466,0.0337108073783107,0.0511522949466592,-0.0665476907171413,0.133969305473763,0.509901829904027
BRK1,Protein BRICK1,Health and medical history,X120041.Waking unrefreshed severity over the past week,35464,0.0145971438601939,0.0513897020479249,-0.0861266721537389,0.115320959874127,0.776382952124877
BRK1,Protein BRICK1,Health and medical history,X120042.Cognitive symptoms severity over the past week,35466,0.0118723287692956,0.0540683538448611,-0.0941016447666321,0.117846302305223,0.826205422140554
BRK1,Protein BRICK1,Health and medical history,X120098.Mobility problems today,35470,0.1808776186654,0.0558368954780188,0.0714373035284834,0.290317933802317,0.00120408817259849
BRK1,Protein BRICK1,Health and medical history,X120099.Self-care problems today,35470,0.0957701004708058,0.084886671107101,-0.0706077748991122,0.262147975840724,0.259273845302357
BRK1,Protein BRICK1,Health and medical history,X120100.Problems doing usual activities,35470,0.164400400692435,0.0541631264636821,0.0582406728236183,0.270560128561252,0.0024129585388086
BRK1,Protein BRICK1,Health and medical history,X120101.Pain or discomfort today,35470,0.130478220416328,0.0506203617049165,0.0312623114746913,0.229694129357964,0.00997199397329614
BRK1,Protein BRICK1,Health and medical history,X120102.Anxiety or depression today,35470,0.0321166170712068,0.0642517132285873,-0.0938167408568242,0.158049974999238,0.617193869178694
BRK1,Protein BRICK1,Health and medical history,X120103.Scale to indicate how health is today,35450,-0.00708139043226767,0.00609156473730465,-0.0190208573173848,0.00485807645284943,0.245080338471759
BRK1,Protein BRICK1,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,35446,0.0748926267418767,0.0657414837315347,-0.0539606813719313,0.203745934855685,0.254663858920475
BRK1,Protein BRICK1,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",35437,-0.0186045673431889,0.0688268780473368,-0.153505248315969,0.116296113629591,0.786931001992419
