Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CHGA,Chromogranin-A,Inverse variance weighted,8,1.12 [0.83-1.51],0.446095850824331
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.17 [0.94-1.46],0.156839884301557
