Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",MATN3,Matrilin-3,Inverse variance weighted,32,0.99 [0.94-1.05],0.806056482614802
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CRTAC1,Cartilage acidic protein 1,Inverse variance weighted,61,1.02 [0.99-1.05],0.223884887571355
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,0.93 [0.86-1.01],0.0716875087498195
