Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,CRTAC1,Cartilage acidic protein 1,Inverse variance weighted,61,0.98 [0.95-1.00],0.100336244734628
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,0.95 [0.85-1.05],0.320529388819973
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,COMP,Cartilage oligomeric matrix protein,Inverse variance weighted,14,0.98 [0.87-1.11],0.779602939016766
