Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
IGSF21,Immunoglobulin superfamily member 21,Lifestyle factors,X1050.Time spend outdoors in summer,45154,0.0817533177168346,0.0325865098057347,0.0178837584975946,0.145622876936074,0.0121214878625883
IGSF21,Immunoglobulin superfamily member 21,Lifestyle factors,X1060.Time spent outdoors in winter,42004,0.207434568260137,0.0379414806728278,0.133069266141395,0.28179987037888,4.6337569869737e-08
IGSF21,Immunoglobulin superfamily member 21,Physical activities,X1070.Time spent watching television (TV),46495,-0.152996535409443,0.0328006248584908,-0.217285760132085,-0.0887073106868014,3.11274896265964e-06
IGSF21,Immunoglobulin superfamily member 21,Physical activities,X1080.Time spent using computer,42015,-0.137862888336238,0.0354740177160502,-0.207391963059697,-0.06833381361278,0.000102155005900225
IGSF21,Immunoglobulin superfamily member 21,Physical activities,X1090.Time spent driving,39809,-0.0500105863593187,0.0379674443051999,-0.12442677719751,0.0244056044788731,0.187792406660906
IGSF21,Immunoglobulin superfamily member 21,Lifestyle factors,X1160.Sleep duration,47786,-0.0758226077651928,0.030165218981109,-0.134946436968166,-0.0166987785622192,0.0119580392203854
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32446,0.0233656013361377,0.0149351411770881,-0.00590727537095495,0.0526384780432303,0.117746485300257
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32446,-0.00650774129111541,0.0133270716217298,-0.0326288016697059,0.0196133190874751,0.625343729057915
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32446,0.00929599369300102,0.0156881922455974,-0.0214528631083699,0.040044850494372,0.553501013617886
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32446,-0.00615101407588683,0.0159590830320309,-0.0374308168186675,0.0251287886668938,0.699933537924684
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32446,-0.00324127988915949,0.0162803084777509,-0.0351506845055512,0.0286681247272322,0.842195808095022
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32446,0.0063710887821872,0.0310021328882464,-0.0543930916787758,0.0671352692431502,0.837182939046401
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,32446,0.0282526904214939,0.0305481252846834,-0.0316216351364855,0.0881270159794734,0.355067482434177
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,32446,0.00123164399013035,0.0242559118548098,-0.046309943245297,0.0487732312255577,0.95950443615287
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,32446,-0.00680191818194953,0.0172593340560782,-0.0406302129318628,0.0270263765679637,0.693517097300187
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,32446,-0.0172865837505751,0.0119591619518089,-0.0407265411761206,0.00615337367497031,0.148365725247808
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#18.Location of pain during the past week_Upper back,32446,-0.0126636346993235,0.0166136318588631,-0.0452263531426951,0.0198990837440482,0.445937112300482
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#19.Location of pain during the past week_Lower back,32446,-0.0168157667179341,0.0101424490284278,-0.0366949668136525,0.00306343337778432,0.0973649365722161
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,32446,-0.00719473548174467,0.0125995407009002,-0.0318898352555091,0.0175003642920198,0.567994296333619
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,32446,-0.0460341381138275,0.018036779517345,-0.0813862259678236,-0.0106820502598314,0.0107217969057101
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,32446,0.0190692361825903,0.0169192994065347,-0.0140925906542176,0.0522310630193983,0.259746680517695
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,32446,-0.00602262897036275,0.0235814401892737,-0.0522422517413392,0.0401969938006137,0.798423061796476
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,32446,-0.00223823995067584,0.0225044868813876,-0.0463470342381955,0.0418705543368439,0.920777526371173
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#7.Location of pain during the past week_Left hip,32446,-0.0106126761902325,0.0134452656408448,-0.0369653968462883,0.0157400444658232,0.429945840845986
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#8.Location of pain during the past week_Right hip,32446,-0.00539669579546274,0.0125441963779867,-0.0299833206963166,0.0191899291053911,0.667051176305608
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,32446,-0.0156089816859294,0.0166433098790832,-0.0482298690489324,0.0170119056770737,0.34834818236754
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120040.Fatigue severity over the past week,32453,-0.0252046129011694,0.0527668957155944,-0.128627728503734,0.0782185027013957,0.632905573803982
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120041.Waking unrefreshed severity over the past week,32451,-0.0692334702660142,0.0530983425873501,-0.17330622173722,0.0348392812051919,0.192314578247238
IGSF21,Immunoglobulin superfamily member 21,Health and medical history,X120042.Cognitive symptoms severity over the past week,32451,-0.0925316472602545,0.0577859512234951,-0.205792111658305,0.0207288171377958,0.10935380453663
