Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Lifestyle factors,X1050.Time spend outdoors in summer,48839,0.00143093479754953,0.011249315495418,-0.0206177235734698,0.0234795931685689,0.898781615731592
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Lifestyle factors,X1060.Time spent outdoors in winter,45137,-0.0115372629221359,0.0128670831710421,-0.0367567459373784,0.0136822200931066,0.369916443066276
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Physical activities,X1070.Time spent watching television (TV),50415,-0.00321728968839459,0.011507810733034,-0.0257725987251412,0.019338019348352,0.779806249992256
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Physical activities,X1080.Time spent using computer,45117,-0.0605788232858811,0.0119588984460221,-0.0840182642400845,-0.0371393823316778,4.10651424371625e-07
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Physical activities,X1090.Time spent driving,42507,-0.0776072569842024,0.0131533565447963,-0.103387835812003,-0.0518266781564016,3.69579168920884e-09
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Lifestyle factors,X1160.Sleep duration,51931,0.0274580290481502,0.0103537581954608,0.00716466298504716,0.0477513951112533,0.00800656339639324
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34092,-0.0186260035999542,0.0344310380577702,-0.0861108381931838,0.0488588309932754,0.588543864528746
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34092,0.0196481563636718,0.0309524373954558,-0.0410186209314215,0.0803149336587652,0.525583430234395
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34092,-0.0103486958800836,0.0369847375355553,-0.082838781449772,0.0621413896896048,0.779629355762342
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34092,-0.00580641546893999,0.0377634934281951,-0.0798228625882024,0.0682100316503224,0.877804265520167
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34092,0.0465854504805799,0.0382464068126151,-0.0283775068721456,0.121548407833305,0.22324059898691
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34092,0.0276896187933961,0.0727906957645311,-0.114980144905085,0.170359382491877,0.703656507146559
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34092,0.0706745176226702,0.0729491017842487,-0.0723057218744573,0.213654757119798,0.33265952494222
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34092,-0.00970567235376993,0.0561248300727278,-0.119710339296316,0.100298994588777,0.862710003962356
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34092,0.0640367184258445,0.0402308062246649,-0.0148156617744988,0.142889098626188,0.111477406015864
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34092,0.0529387750246455,0.0277638013605225,-0.00147827564197858,0.10735582569127,0.0565819829152798
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34092,0.0516244734716403,0.0386590917180657,-0.0241473462957685,0.127396293239049,0.181784420617001
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34092,0.000884280472399469,0.0236910106279528,-0.0455501003583879,0.0473186613031869,0.970226190758882
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34092,-0.000574369348722956,0.0295744270310906,-0.0585402463296604,0.0573915076322145,0.984505541201993
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34092,-0.0268662670460859,0.0423591861330444,-0.109890271866853,0.0561577377746811,0.525933451752886
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34092,-0.089830647350349,0.0404431040055223,-0.169099131201173,-0.0105621634995253,0.0263631994375819
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34092,4.32281065578637e-05,0.0565244134036981,-0.11074462216469,0.110831078377806,0.99938981868346
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,34092,0.0439771545782176,0.0521939149294122,-0.0583229186834303,0.146277227839865,0.39948851010996
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#7.Location of pain during the past week_Left hip,34092,0.004098768339512,0.0315759043343877,-0.0577900041558879,0.0659875408349119,0.896721960002138
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#8.Location of pain during the past week_Right hip,34092,-3.4026414873286e-05,0.0294758986020622,-0.0578067876749151,0.0577387348451685,0.999078961379371
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,34092,0.0128263140067529,0.0393676916724229,-0.0643343616711959,0.0899869896847018,0.744576598908135
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120040.Fatigue severity over the past week,34098,0.0609765942862077,0.0189372249167039,0.023859633449468,0.0980935551229474,0.00128645397986904
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120041.Waking unrefreshed severity over the past week,34095,0.0558481879983917,0.0188961794891482,0.0188116761996613,0.0928846997971221,0.00312889773934402
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120042.Cognitive symptoms severity over the past week,34095,0.0592982862376069,0.0201879877440651,0.0197298302592393,0.0988667422159745,0.00331861275587398
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120098.Mobility problems today,34102,0.0655316394324911,0.0220423624897358,0.022328608952609,0.108734669912373,0.00295646516017289
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120099.Self-care problems today,34102,-0.00309558856633367,0.0346213925690473,-0.0709535180016664,0.064762340868999,0.928755869981836
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120100.Problems doing usual activities,34102,0.0373348957262999,0.0209976999183002,-0.00382059611356855,0.0784903875661684,0.075427639054885
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120101.Pain or discomfort today,34102,0.0182394674227079,0.0190675931875432,-0.0191330152248767,0.0556119500702925,0.338808841974359
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Health and medical history,X120102.Anxiety or depression today,34102,0.00491999740606982,0.0222657064012771,-0.0387207871404332,0.0485607819525729,0.825122417689453
