Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Lifestyle factors,X1050.Time spend outdoors in summer,45047,0.00804070982278198,0.0275534442782418,-0.045964040962572,0.0620454606081359,0.770425424010185
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Lifestyle factors,X1060.Time spent outdoors in winter,41927,0.0170374988210864,0.0309527958041632,-0.0436299809550735,0.0777049785972463,0.582028158220955
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Physical activities,X1070.Time spent watching television (TV),46347,0.0337385881787375,0.0280926054119454,-0.0213229184286754,0.0888000947861504,0.22977290570494
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Physical activities,X1080.Time spent using computer,41893,-0.00922864716814035,0.0297217206345716,-0.0674832196119007,0.04902592527562,0.756183116422404
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Physical activities,X1090.Time spent driving,39712,-0.0139602659654442,0.0322786129353723,-0.077226347318774,0.0493058153878856,0.665389434798983
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Lifestyle factors,X1160.Sleep duration,47633,-0.0269672430334439,0.0253956760012859,-0.0767427679959643,0.0228082819290765,0.288299751894642
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32384,0.010090668786156,0.0185855435351743,-0.0263369965427857,0.0465183341150977,0.587192527301962
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32384,0.0301069806225608,0.0165839934380293,-0.00239764651597652,0.0626116077610982,0.0694965118020788
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32384,-0.0111855662542119,0.0195367037050941,-0.0494775055161964,0.0271063730077726,0.566971662554463
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32384,0.00108407541171673,0.0199371632740421,-0.0379927646054059,0.0401609154288393,0.956638079224581
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32384,-0.0286700769295265,0.0202387986350262,-0.0683381222541777,0.0109979683951248,0.15664214538991
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32384,-0.0023049020230577,0.0388616825965281,-0.0784737999122528,0.0738639958661374,0.95270637009357
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,32384,0.0254719855887541,0.0381792115021882,-0.0493592689555348,0.100303240133043,0.504683610478638
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,32384,-0.0224174971284079,0.0299362723219943,-0.0810925908795167,0.0362575966227008,0.453975470284506
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,32384,0.0339890810646254,0.0213757078600427,-0.00790730634105836,0.0758854684703091,0.111856673357257
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,32384,0.0204322082747969,0.0148928981397413,-0.00875787207909606,0.0496222886286898,0.17011996321918
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#18.Location of pain during the past week_Upper back,32384,0.0257163148207145,0.0206072247839727,-0.0146738457558721,0.066106475397301,0.212094582767844
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#19.Location of pain during the past week_Lower back,32384,0.0142795982214613,0.0126280077665422,-0.0104712970009615,0.039030493443884,0.258178568295655
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,32384,0.0173181554436826,0.0157567882390941,-0.0135651495049419,0.048201460392307,0.271761420513357
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,32384,0.00692538898749961,0.0224146031074419,-0.0370072331030866,0.0508580110780858,0.757354190834478
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,32384,0.0224550341721527,0.0211973159446546,-0.0190917050793703,0.0640017734236756,0.289480023759684
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,32384,0.0490877955951385,0.0294820084372025,-0.00869694094177847,0.106872532132055,0.0959505468932739
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,32384,0.0397041201193166,0.0280492053596749,-0.0152723223856462,0.0946805626242795,0.156956300509776
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#7.Location of pain during the past week_Left hip,32384,0.00768663267737501,0.0167385214124041,-0.0251208692909371,0.0404941346456871,0.646090108922657
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#8.Location of pain during the past week_Right hip,32384,0.0133675257923186,0.0156219665555831,-0.0172515286566243,0.0439865802412615,0.392196351012971
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,32384,0.0072790431110133,0.0207063170575138,-0.0333053383217137,0.0478634245437403,0.725194620362881
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120040.Fatigue severity over the past week,32391,0.0534002500906469,0.0425685209795654,-0.0300340510293012,0.136834551210595,0.209713987033456
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120041.Waking unrefreshed severity over the past week,32390,0.0476597858750474,0.0427346246549778,-0.036100078448709,0.131419650198804,0.264777118120494
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120042.Cognitive symptoms severity over the past week,32388,0.0688211771436459,0.0455505909186783,-0.0204579810569634,0.158100335344255,0.130860528363835
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120098.Mobility problems today,32394,0.0638166843495585,0.0489098365634848,-0.0320465953148717,0.159679964013989,0.192004839802641
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120099.Self-care problems today,32394,0.163774501745105,0.0707090635664294,0.0251847371549038,0.302364266335307,0.0205741055783792
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120100.Problems doing usual activities,32394,0.0386333667213837,0.0474656361971886,-0.0543992802251059,0.131666013667873,0.415713550593389
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120101.Pain or discomfort today,32394,0.0504024797246715,0.0425605358257783,-0.033016170493854,0.133821129943197,0.236348032710581
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120102.Anxiety or depression today,32394,-0.0115212644783779,0.0501575504868966,-0.109830063432695,0.0867875344759394,0.818329648445068
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120103.Scale to indicate how health is today,32357,-0.00901596306713389,0.00547318145150405,-0.0197433987120818,0.00171147257781405,0.0995364716395537
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,32369,0.0100696324871574,0.0513093554195585,-0.0904967041351773,0.110635969109492,0.844416917057653
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",32347,0.0191141056747418,0.0519789424951029,-0.08276462161566,0.120992832965143,0.713086019063857
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",32377,-0.0045175745147282,0.0420236777226503,-0.0868839828511228,0.0778488338216664,0.914394496794578
IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,32378,0.0619570822006068,0.0432115386162583,-0.0227375334872594,0.146651697888473,0.151666304399775
