Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter II Neoplasms,Benign lipomatous neoplasm of spermatic cord,11081,87,0.32 [0.14-0.70],0.0047345232831681
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",16625,100,0.33 [0.16-0.70],0.0036092706833274
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",16637,112,2.65 [1.33-5.29],0.0054501937166989
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22502,3539,0.77 [0.68-0.87],5.290646435522226e-05
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22754,1985,0.72 [0.61-0.85],0.0001192108516079
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22752,1983,0.72 [0.61-0.85],0.0001054743219049
ERBB2,Receptor tyrosine-protein kinase erbB-2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,22905,1443,0.65 [0.54-0.79],1.9819307430141848e-05
ERBB2,Receptor tyrosine-protein kinase erbB-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,21761,104,7.17 [3.78-13.60],1.591694477991785e-09
ERBB2,Receptor tyrosine-protein kinase erbB-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,21772,115,8.59 [4.69-15.72],3.1179312525286816e-12
ERBB2,Receptor tyrosine-protein kinase erbB-2,"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,15188,72,0.30 [0.13-0.73],0.0074870659219414
