Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29002.Recent lack of interest or pleasure in doing things,PINLYP,phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,34750,0.21105914022885,0.0482436209365473,0.116501643193218,0.305616637264483,1.23517861270384e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,TREM2,Triggering receptor expressed on myeloid cells 2,36032,0.212153808200673,0.0525416028253336,0.109172266663019,0.315135349738327,5.44914844155261e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,CDCP1,CUB domain-containing protein 1,35980,0.213541259199853,0.0529246416242512,0.109808961616321,0.317273556783385,5.51965757871946e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,HAVCR2,Hepatitis A virus cellular receptor 2,36038,0.322348373191795,0.082529653103836,0.160590253108276,0.484106493275313,9.47266105632021e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,TFPI2,Tissue factor pathway inhibitor 2,36040,0.238799651634186,0.0643995917852146,0.112576451735165,0.365022851533207,0.00021034561926289
Mental health,X29002.Recent lack of interest or pleasure in doing things,PIGR,Polymeric immunoglobulin receptor,35935,0.285717426208767,0.0774386220405216,0.133937727009345,0.43749712540819,0.000226234941529929
Mental health,X29002.Recent lack of interest or pleasure in doing things,TCN2,Transcobalamin-2,36123,0.311895130298089,0.0878286635294133,0.139750949780439,0.48403931081574,0.000385858269595551
Mental health,X29002.Recent lack of interest or pleasure in doing things,IL1RN,Interleukin-1 receptor antagonist protein,36023,0.172138533312955,0.0485025390706004,0.0770735567345787,0.267203509891332,0.00038899696751506
Mental health,X29002.Recent lack of interest or pleasure in doing things,C19orf12,Protein C19orf12,35880,0.146830530448082,0.0421141260587501,0.0642868433729316,0.229374217523232,0.000492289604734905
Mental health,X29002.Recent lack of interest or pleasure in doing things,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,36032,0.326750929963983,0.095387717951335,0.139791002779366,0.513710857148599,0.000616982956563315
Mental health,X29002.Recent lack of interest or pleasure in doing things,MMP7,Matrilysin,35908,0.192362569105262,0.0563599560226419,0.0818970553008838,0.30282808290964,0.00064575448846926
Mental health,X29002.Recent lack of interest or pleasure in doing things,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,36060,0.457213902618494,0.134066587137809,0.194443391828388,0.7199844134086,0.000652237903668255
Mental health,X29002.Recent lack of interest or pleasure in doing things,GDF15,Growth/differentiation factor 15,36133,0.231293735960706,0.069754876033574,0.0945741789349011,0.368013292986511,0.000918110644405532
Mental health,X29002.Recent lack of interest or pleasure in doing things,LGALS4,Galectin-4,36032,0.16396366539888,0.0495932848776113,0.0667608270387618,0.261166503758998,0.000950304741028901
Mental health,X29002.Recent lack of interest or pleasure in doing things,CD14,Monocyte differentiation antigen CD14,35897,0.228299345867578,0.0700167459700902,0.0910665237662016,0.365532167968955,0.00111671583050711
Mental health,X29002.Recent lack of interest or pleasure in doing things,OSMR,Oncostatin-M-specific receptor subunit beta,36091,0.459967509471002,0.142022609284505,0.181603195273373,0.738331823668631,0.00120602685649498
Mental health,X29002.Recent lack of interest or pleasure in doing things,C2,Complement C2,36071,0.415725315593099,0.12878716372042,0.163302474701077,0.668148156485122,0.0012519616733832
Mental health,X29002.Recent lack of interest or pleasure in doing things,ACE2,Angiotensin-converting enzyme 2,35917,0.172706594232024,0.0535192322495762,0.0678088990228544,0.277604289441193,0.00125646227185011
Mental health,X29002.Recent lack of interest or pleasure in doing things,CD28,T-cell-specific surface glycoprotein CD28,35871,0.236033105539237,0.07351311176125,0.0919474064871871,0.380118804591287,0.00132959519684051
Mental health,X29002.Recent lack of interest or pleasure in doing things,FOLR1,Folate receptor alpha,36040,0.323707168585321,0.100865628546054,0.126010536635055,0.521403800535588,0.0013362749715293
Mental health,X29002.Recent lack of interest or pleasure in doing things,PRSS8,Prostasin,36011,0.220930241016861,0.0689250925416049,0.0858370596353149,0.356023422398406,0.00135462436682852
Mental health,X29002.Recent lack of interest or pleasure in doing things,PLA2G15,Phospholipase A2 group XV,36071,0.331113202729712,0.103552606140957,0.128150094693436,0.534076310765988,0.00139185057306986
Mental health,X29002.Recent lack of interest or pleasure in doing things,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,36065,0.286703413134323,0.089872092119031,0.110554112581022,0.462852713687624,0.00142798615516185
Mental health,X29002.Recent lack of interest or pleasure in doing things,SCGB3A2,Secretoglobin family 3A member 2,36056,0.110856318884532,0.0349122954765096,0.0424282197505737,0.179284418018491,0.00150301505563439
Mental health,X29002.Recent lack of interest or pleasure in doing things,DTNB,Dystrobrevin beta,34846,0.220774606757288,0.069986703094272,0.0836006686925146,0.357948544822061,0.00161524215345236
Mental health,X29002.Recent lack of interest or pleasure in doing things,SEPTIN7,Septin-7,34770,0.167001378405335,0.053249237190198,0.0626328735125475,0.271369883298124,0.00171945068351666
Mental health,X29002.Recent lack of interest or pleasure in doing things,SLAMF6,SLAM family member 6,35871,0.226903374411698,0.0725351088415198,0.0847345610823197,0.369072187741077,0.00176583531108131
Mental health,X29002.Recent lack of interest or pleasure in doing things,PRSS2,Trypsin-2,36081,0.152964794204692,0.0497422881429901,0.0554699094444318,0.250459678964953,0.00211158626319483
Mental health,X29002.Recent lack of interest or pleasure in doing things,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",34874,0.136864285895129,0.0448415372921295,0.0489748728025555,0.224753698987703,0.00228139485299488
Mental health,X29002.Recent lack of interest or pleasure in doing things,REG4,Regenerating islet-derived protein 4,36041,0.173874901265507,0.057089356764033,0.0619797620080027,0.285770040523012,0.00232981301456659
Mental health,X29002.Recent lack of interest or pleasure in doing things,EFNA1,Ephrin-A1,36028,0.315719176039852,0.103730486258034,0.112407422974105,0.519030929105598,0.00234545546110247
Mental health,X29002.Recent lack of interest or pleasure in doing things,PRSS27,Serine protease 27,36006,0.206150445799602,0.0680631955476296,0.0727465825262482,0.339554309072956,0.00246365839509918
Mental health,X29002.Recent lack of interest or pleasure in doing things,CCL7,C-C motif chemokine 7,36036,0.141381673460583,0.046750564194908,0.0497505676385633,0.233012779282603,0.00250167083661642
Mental health,X29002.Recent lack of interest or pleasure in doing things,HMCN2,Hemicentin-2,34738,0.175562295242635,0.0584986494614255,0.0609049422982412,0.290219648187029,0.00270058052852779
Mental health,X29002.Recent lack of interest or pleasure in doing things,LAMP2,Lysosome-associated membrane glycoprotein 2,35834,0.412838974268153,0.13804490980981,0.142270951040925,0.683406997495381,0.00279355622748678
Mental health,X29002.Recent lack of interest or pleasure in doing things,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",36071,0.232208546356955,0.0778497904078677,0.0796229571575339,0.384794135556375,0.00286569162526198
Mental health,X29002.Recent lack of interest or pleasure in doing things,PTN,Pleiotrophin,35917,0.169873161299514,0.0570014659834411,0.0581502879719698,0.281596034627059,0.0028905068292071
Mental health,X29002.Recent lack of interest or pleasure in doing things,C4BPB,C4b-binding protein beta chain,36071,0.216025534515019,0.0725934429064788,0.0737423864183206,0.358308682611717,0.00293135635571322
Mental health,X29002.Recent lack of interest or pleasure in doing things,LGALS9,Galectin-9,36026,0.269641886207009,0.0909199069300179,0.0914388686241738,0.447844903789844,0.00302948446609414
Mental health,X29002.Recent lack of interest or pleasure in doing things,THPO,Thrombopoietin,35917,0.209014031222581,0.0705621225872654,0.0707122709515405,0.347315791493621,0.00306503556134372
Mental health,X29002.Recent lack of interest or pleasure in doing things,PDGFC,Platelet-derived growth factor C,35871,0.284265488425921,0.0967099459765236,0.0947139943119346,0.473816982539907,0.00329924315479051
