Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Cognitive function,X20016.Fluid intelligence score,CDCP1,CUB domain-containing protein 1,36112,-0.368742981355564,0.0335693178927539,-0.434538844425362,-0.302947118285766,7.39049574096266e-28
Cognitive function,X20016.Fluid intelligence score,TFF1,Trefoil factor 1,36153,-0.161515526782034,0.0233242726114806,-0.207231101100536,-0.115799952463531,4.72562467812165e-12
Cognitive function,X20016.Fluid intelligence score,GAST,Gastrin,35245,-0.114347543970874,0.0167429929578318,-0.147163810168225,-0.0815312777735241,9.27297124909998e-12
Cognitive function,X20016.Fluid intelligence score,TREM2,Triggering receptor expressed on myeloid cells 2,36160,-0.233587190152256,0.034504133423049,-0.301215291661432,-0.16595908864308,1.3859728192622e-11
Cognitive function,X20016.Fluid intelligence score,GDF15,Growth/differentiation factor 15,36294,-0.269087981855493,0.0399316462400071,-0.347354008485907,-0.190821955225079,1.7133941249189e-11
Cognitive function,X20016.Fluid intelligence score,AFP,Alpha-fetoprotein,36090,0.185437125161052,0.0280091427251484,0.130539205419761,0.240335044902343,3.82504845903792e-11
Cognitive function,X20016.Fluid intelligence score,OSMR,Oncostatin-M-specific receptor subunit beta,36240,-0.583315475858973,0.0938911222929839,-0.767342075553221,-0.399288876164725,5.48226048685398e-10
Cognitive function,X20016.Fluid intelligence score,MSR1,Macrophage scavenger receptor types I and II,36260,-0.23473612178053,0.0388594179052267,-0.310900580874774,-0.158571662686286,1.60678868466838e-09
Cognitive function,X20016.Fluid intelligence score,CGA,Glycoprotein hormones alpha chain,36191,-0.170127152462983,0.0289194845161827,-0.226809342114701,-0.113444962811265,4.20567892598122e-09
Cognitive function,X20016.Fluid intelligence score,SPINK6,Serine protease inhibitor Kazal-type 6,36255,-0.188906201477355,0.0334082794696775,-0.254386429237923,-0.123425973716787,1.61959616881738e-08
Cognitive function,X20016.Fluid intelligence score,MANSC4,MANSC domain-containing protein 4,35020,-0.177175455528668,0.0313950440196182,-0.23870974180712,-0.115641169250216,1.73835281732975e-08
Cognitive function,X20016.Fluid intelligence score,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,36175,-0.305470000375785,0.055213323329733,-0.413688114102062,-0.197251886649509,3.26174115096993e-08
Cognitive function,X20016.Fluid intelligence score,ADA2,Adenosine deaminase 2,36129,-0.22870765910265,0.0422571200224164,-0.311531614346586,-0.145883703858713,6.41444203039334e-08
Cognitive function,X20016.Fluid intelligence score,PLAUR,Urokinase plasminogen activator surface receptor,36108,-0.344104337743872,0.0643031215635903,-0.470138456008509,-0.218070219479235,8.99158918902822e-08
Cognitive function,X20016.Fluid intelligence score,CCL20,C-C motif chemokine 20,36270,-0.113932940299205,0.0214015578540569,-0.155879993693156,-0.0719858869052531,1.04630495261224e-07
Cognitive function,X20016.Fluid intelligence score,BST2,Bone marrow stromal antigen 2,36260,-0.185095945146217,0.035066921636587,-0.253827111553928,-0.116364778738507,1.3392430718926e-07
Cognitive function,X20016.Fluid intelligence score,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,35072,-0.28820477631649,0.0546212702187329,-0.395262465945206,-0.181147086687774,1.36019533051962e-07
Cognitive function,X20016.Fluid intelligence score,HAVCR2,Hepatitis A virus cellular receptor 2,36191,-0.27530220660244,0.0532572002907344,-0.379686319172279,-0.170918094032601,2.40982641059309e-07
Cognitive function,X20016.Fluid intelligence score,L1CAM,Neural cell adhesion molecule L1,36216,-0.314197944991086,0.0608526381224183,-0.433469115711026,-0.194926774271146,2.48839472626765e-07
Cognitive function,X20016.Fluid intelligence score,CD80,T-lymphocyte activation antigen CD80,35261,-0.325361846117839,0.0633506927909857,-0.449529203988171,-0.201194488247507,2.88806275704929e-07
Cognitive function,X20016.Fluid intelligence score,WFDC2,WAP four-disulfide core domain protein 2,35799,-0.242556634001359,0.0474695139379117,-0.335596881319666,-0.149516386683052,3.30924365120162e-07
