Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20652.Liking for dark chocolate,VWC2,Brorin,36528,-0.230306554115636,0.0478728908304464,-0.324137420143311,-0.136475688087961,1.53111221856572e-06
Diet and food preferences,X20652.Liking for dark chocolate,PRSS8,Prostasin,36595,-0.210214570550978,0.0466424374966936,-0.301633748044498,-0.118795393057459,6.6706605105304e-06
Diet and food preferences,X20652.Liking for dark chocolate,IGFBPL1,Insulin-like growth factor-binding protein-like 1,36614,-0.257787974302962,0.0593580298620263,-0.374129712832533,-0.14144623577339,1.42325213599534e-05
Diet and food preferences,X20652.Liking for dark chocolate,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,35341,-0.180579898420617,0.0433861585552071,-0.265616769188823,-0.0955430276524109,3.19187726856621e-05
Diet and food preferences,X20652.Liking for dark chocolate,CD99L2,CD99 antigen-like protein 2,36621,-0.312086531959266,0.0754606850908781,-0.459989474737387,-0.164183589181145,3.57410432849368e-05
Diet and food preferences,X20652.Liking for dark chocolate,SMOC2,SPARC-related modular calcium-binding protein 2,36661,-0.193015489654135,0.0483434922994258,-0.28776873456101,-0.0982622447472605,6.59377844412715e-05
Diet and food preferences,X20652.Liking for dark chocolate,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,36605,0.0590106869473235,0.0149075122132334,0.0297919630093861,0.088229410885261,7.60902279895487e-05
Diet and food preferences,X20652.Liking for dark chocolate,SAFB2,Scaffold attachment factor B2,35369,-0.287337474305637,0.0740460273921749,-0.432467687994299,-0.142207260616974,0.000105222097845248
Diet and food preferences,X20652.Liking for dark chocolate,ASGR1,Asialoglycoprotein receptor 1,36556,-0.243357171440661,0.0634921958987166,-0.367801875402146,-0.118912467479177,0.000127635249005551
Diet and food preferences,X20652.Liking for dark chocolate,PTN,Pleiotrophin,36474,-0.145810543361155,0.0382902326105841,-0.2208593992779,-0.0707616874444103,0.000141140840193182
Diet and food preferences,X20652.Liking for dark chocolate,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,35383,-0.321089580131332,0.0864158003462718,-0.490464548810024,-0.151714611452639,0.000204326051990362
Diet and food preferences,X20652.Liking for dark chocolate,A1BG,Alpha-1B-glycoprotein,35383,-0.471499192250311,0.127258422657301,-0.720925700658622,-0.222072683842001,0.0002130301947772
Diet and food preferences,X20652.Liking for dark chocolate,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,36556,-0.209506822937468,0.057175476450092,-0.321570756779648,-0.0974428890952874,0.00024965249520437
Diet and food preferences,X20652.Liking for dark chocolate,CCL20,C-C motif chemokine 20,36716,-0.0762817518372488,0.0212596908639093,-0.117950745930511,-0.0346127577439864,0.000335069906361251
Diet and food preferences,X20652.Liking for dark chocolate,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,35341,-0.206954224303448,0.0587470565906795,-0.32209845522118,-0.0918099933857163,0.000429843280182973
Diet and food preferences,X20652.Liking for dark chocolate,CANT1,Soluble calcium-activated nucleotidase 1,36581,-0.325944629323362,0.0928958490446586,-0.508020493450893,-0.143868765195831,0.000452768806221427
Diet and food preferences,X20652.Liking for dark chocolate,AGRN,Agrin,36661,-0.194507226175996,0.0560414500672219,-0.304348468307751,-0.0846659840442409,0.000521681337881701
Diet and food preferences,X20652.Liking for dark chocolate,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,35341,-0.212074247119674,0.0612661120253038,-0.332155826689269,-0.0919926675500785,0.000540458592273309
Diet and food preferences,X20652.Liking for dark chocolate,AHNAK2,Protein AHNAK2,35186,-0.243248671247608,0.071312015783406,-0.383020222183083,-0.103477120312132,0.000651033802462841
Diet and food preferences,X20652.Liking for dark chocolate,CWC15,Spliceosome-associated protein CWC15 homolog,35319,-0.110497172594616,0.0325218460178751,-0.174239990789652,-0.0467543543995811,0.000683676948161165
Diet and food preferences,X20652.Liking for dark chocolate,BST2,Bone marrow stromal antigen 2,36706,-0.122535227520695,0.0366369925597163,-0.194343732937739,-0.0507267221036506,0.000827826535739253
Diet and food preferences,X20652.Liking for dark chocolate,COL18A1,Collagen alpha-1(XVIII) chain,36662,-0.273072350891654,0.0816990510657296,-0.433202490980484,-0.112942210802824,0.00083430452457376
Diet and food preferences,X20652.Liking for dark chocolate,FGFR2,Fibroblast growth factor receptor 2,36666,-0.289211000896444,0.0869187604783348,-0.45957177143398,-0.118850230358908,0.000880621024479584
Diet and food preferences,X20652.Liking for dark chocolate,AGR2,Anterior gradient protein 2 homolog,36401,-0.0632477167505038,0.0190558712845243,-0.100597224468171,-0.0258982090328362,0.000907331543820449
Diet and food preferences,X20652.Liking for dark chocolate,DHPS,Deoxyhypusine synthase,35341,-0.173566504038406,0.052334726597827,-0.276142568170147,-0.0709904399066655,0.000916455589858271
Diet and food preferences,X20652.Liking for dark chocolate,HIP1,Huntingtin-interacting protein 1,35152,-0.217255486360989,0.0655385645436281,-0.3457110728665,-0.0887998998554785,0.000921661681524013
Diet and food preferences,X20652.Liking for dark chocolate,ITGB2,Integrin beta-2,36574,-0.214193003961703,0.0647063419844045,-0.341017434251136,-0.0873685736722703,0.000936330112653297
Diet and food preferences,X20652.Liking for dark chocolate,CFI,Complement factor I,35383,-0.356637239031419,0.108057576004388,-0.568430088000019,-0.144844390062818,0.000970334498022776
Diet and food preferences,X20652.Liking for dark chocolate,UBE2B,Ubiquitin-conjugating enzyme E2 B,35341,-0.239720123736714,0.0726527440685399,-0.382119502111052,-0.0973207453623755,0.000973492015394594
Diet and food preferences,X20652.Liking for dark chocolate,PMM2,Phosphomannomutase 2,35152,-0.120363164348519,0.0365110507339929,-0.191924823787145,-0.0488015049098928,0.000983764029285343
Diet and food preferences,X20652.Liking for dark chocolate,LEPR,Leptin receptor,36614,-0.187255136678496,0.0571953050174778,-0.299357934512753,-0.0751523388442399,0.00106501907345855
Diet and food preferences,X20652.Liking for dark chocolate,FGF21,Fibroblast growth factor 21,36689,-0.0520895682084407,0.0159191491168543,-0.0832911004774751,-0.0208880359394063,0.00107187507491562
Diet and food preferences,X20652.Liking for dark chocolate,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,36677,-0.201004583472542,0.0619766004990852,-0.322478720450749,-0.079530446494335,0.0011866210031351
Diet and food preferences,X20652.Liking for dark chocolate,RPL14,60S ribosomal protein L14,35186,-0.177361644198451,0.0548543130650458,-0.284876097805941,-0.069847190590961,0.0012296355692335
Diet and food preferences,X20652.Liking for dark chocolate,CXCL17,C-X-C motif chemokine 17,36716,-0.142699591372527,0.0441782875464906,-0.229289034963648,-0.0561101477814051,0.0012424727936457
Diet and food preferences,X20652.Liking for dark chocolate,NOMO1,Nodal modulator 1,36621,-0.244128849650563,0.0759334423843044,-0.3929583967238,-0.0952993025773262,0.00130944903273321
Diet and food preferences,X20652.Liking for dark chocolate,CD59,CD59 glycoprotein,36347,-0.286842724538441,0.0893327036495614,-0.461934823691582,-0.111750625385301,0.0013283837472696
