Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],ACRV1,Acrosomal protein SP-10,16396,136,1.46 [1.31-1.62],8.154149319891233e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],CGA,Glycoprotein hormones alpha chain,19413,155,0.64 [0.56-0.74],6.703967155040984e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],EDDM3B,Epididymal secretory protein E3-beta,16819,141,1.87 [1.58-2.21],4.603483905296928e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],FSHB,Follitropin subunit beta,16482,136,0.52 [0.43-0.63],1.3687401111249604e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],INSL3,Insulin-like 3,16873,139,1.40 [1.25-1.58],1.6827506838666983e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],KLK3,Prostate-specific antigen,16914,139,1.29 [1.19-1.40],1.3923770092999664e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PROK1,Prokineticin-1,19344,154,1.70 [1.43-2.03],2.4949340175649903e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PSPN,Persephin,19344,154,1.38 [1.23-1.54],2.405537894555929e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PZP,Pregnancy zone protein,16919,141,0.41 [0.30-0.56],1.2575184451681918e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],SPINT3,Kunitz-type protease inhibitor 3,16816,141,1.24 [1.16-1.32],4.9768349844021496e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],TEX101,Testis-expressed protein 101,16450,134,1.89 [1.58-2.26],3.0868187939427184e-12
