Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACE2,Angiotensin-converting enzyme 2,22563,129,1.86 [1.50-2.31],1.4719925693195905e-08
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ACRV1,Acrosomal protein SP-10,19412,111,1.40 [1.24-1.58],4.5528606226114834e-08
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ADGRG2,Adhesion G-protein coupled receptor G2,22997,132,0.20 [0.12-0.32],1.3969135374913223e-10
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ADIPOQ,Adiponectin,20030,115,0.43 [0.35-0.54],3.1837138000709694e-13
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",ANGPTL3,Angiopoietin-related protein 3,23034,132,0.17 [0.12-0.25],1.5299342018436703e-20
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",APOC1,Apolipoprotein C-I,19996,115,0.11 [0.07-0.16],1.157524919257206e-24
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",APOE,Apolipoprotein E,20030,115,0.31 [0.22-0.45],3.2375192014415676e-10
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",APOL1,Apolipoprotein L1,20012,113,0.37 [0.26-0.52],8.406840356702742e-09
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",APOM,Apolipoprotein M,23073,132,0.12 [0.07-0.18],1.689920402321543e-21
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,22887,131,3.29 [2.33-4.66],1.8198286258720768e-11
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",CFP,Properdin,20030,115,0.11 [0.05-0.24],4.251824290808828e-08
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",CGA,Glycoprotein hormones alpha chain,23019,133,0.62 [0.53-0.72],9.96424878001044e-10
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",CLEC3B,Tetranectin,19552,114,0.12 [0.06-0.26],3.0450369464205104e-08
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",23089,134,4.52 [3.03-6.74],1.334275721706105e-13
Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",F13B,Coagulation factor XIII B chain,19916,115,0.19 [0.10-0.35],9.90337394045094e-08
