Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,AREG,Amphiregulin,20947,292,1.75 [1.43-2.13],4.493080942720961e-08
Chapter XI Diseases of the digestive system,Constipation,C9,Complement component C9,18395,248,1.96 [1.54-2.50],5.893408615050783e-08
Chapter XI Diseases of the digestive system,Constipation,CCN3,CCN family member 3,21266,294,2.05 [1.58-2.66],4.794716915039943e-08
Chapter XI Diseases of the digestive system,Constipation,CHGA,Chromogranin-A,18395,246,1.51 [1.37-1.66],3.360044063191828e-17
Chapter XI Diseases of the digestive system,Constipation,CHRDL1,Chordin-like protein 1,21106,291,2.29 [1.69-3.10],7.193609841575535e-08
Chapter XI Diseases of the digestive system,Constipation,COL6A3,Collagen alpha-3(VI) chain,21303,294,1.97 [1.54-2.51],4.6732188165425487e-08
Chapter XI Diseases of the digestive system,Constipation,CSF1,Macrophage colony-stimulating factor 1,21138,291,2.81 [2.01-3.92],1.2505797384577947e-09
Chapter XI Diseases of the digestive system,Constipation,EDA2R,Tumor necrosis factor receptor superfamily member 27,21210,294,2.00 [1.60-2.50],8.797859715130655e-10
Chapter XI Diseases of the digestive system,Constipation,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,21136,292,2.35 [1.74-3.16],2.037261824370133e-08
Chapter XI Diseases of the digestive system,Constipation,FOLR1,Folate receptor alpha,21049,286,2.33 [1.72-3.16],4.705442138589834e-08
Chapter XI Diseases of the digestive system,Constipation,GAST,Gastrin,18352,248,1.25 [1.17-1.35],5.0465384865058e-10
Chapter XI Diseases of the digestive system,Constipation,GDF15,Growth/differentiation factor 15,21303,294,1.76 [1.47-2.11],7.533199367934587e-10
Chapter XI Diseases of the digestive system,Constipation,GFRA1,GDNF family receptor alpha-1,21172,293,2.67 [1.95-3.65],7.070291925965974e-10
Chapter XI Diseases of the digestive system,Constipation,HAVCR2,Hepatitis A virus cellular receptor 2,21063,290,2.14 [1.66-2.77],5.9299225041264485e-09
Chapter XI Diseases of the digestive system,Constipation,KRT19,"Keratin, type I cytoskeletal 19",20955,289,1.50 [1.32-1.70],7.292476499792282e-10
Chapter XI Diseases of the digestive system,Constipation,MRC1,Macrophage mannose receptor 1,18395,248,3.00 [2.07-4.36],7.644240128388082e-09
Chapter XI Diseases of the digestive system,Constipation,OGN,Mimecan,21063,290,1.87 [1.51-2.33],1.5786108043318745e-08
Chapter XI Diseases of the digestive system,Constipation,OSMR,Oncostatin-M-specific receptor subunit beta,21189,293,3.74 [2.36-5.94],2.3115039823548017e-08
Chapter XI Diseases of the digestive system,Constipation,PGA4,Pepsin A-4,18395,248,1.57 [1.35-1.83],6.255425387516931e-09
Chapter XI Diseases of the digestive system,Constipation,PLAUR,Urokinase plasminogen activator surface receptor,20915,290,2.51 [1.80-3.49],4.662000040293945e-08
Chapter XI Diseases of the digestive system,Constipation,POF1B,Protein POF1B,17834,240,1.75 [1.44-2.12],1.7125470728060758e-08
Chapter XI Diseases of the digestive system,Constipation,PTK7,Inactive tyrosine-protein kinase 7,20558,286,2.05 [1.57-2.66],8.490313178194663e-08
Chapter XI Diseases of the digestive system,Constipation,REG3A,Regenerating islet-derived protein 3-alpha,21303,294,1.61 [1.41-1.85],5.112871870194962e-12
Chapter XI Diseases of the digestive system,Constipation,SEZ6L2,Seizure 6-like protein 2,20947,292,2.73 [1.93-3.86],1.1272335353446938e-08
Chapter XI Diseases of the digestive system,Constipation,TFF3,Trefoil factor 3,21045,291,1.79 [1.51-2.12],1.7826396926032274e-11
Chapter XI Diseases of the digestive system,Constipation,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,21063,290,1.64 [1.37-1.97],5.656620931881673e-08
Chapter XI Diseases of the digestive system,Constipation,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,21276,293,2.30 [1.74-3.03],3.982257414900495e-09
Chapter XI Diseases of the digestive system,Constipation,VSIG2,V-set and immunoglobulin domain-containing protein 2,18304,248,1.86 [1.61-2.16],5.2938046704309966e-17
