Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ANGPT2,Angiopoietin-2,23025,478,1.54 [1.26-1.90],3.768330063708016e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",BAMBI,BMP and activin membrane-bound inhibitor homolog,22340,460,1.70 [1.32-2.19],4.0237540009677885e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",CSF1,Macrophage colony-stimulating factor 1,22941,477,1.94 [1.47-2.55],3.2031140904646204e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",DSC2,Desmocollin-2,22640,470,1.60 [1.29-1.99],2.08764388776172e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",F10,Coagulation factor X,19881,409,0.52 [0.38-0.71],4.168262317224434e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",FGF23,Fibroblast growth factor 23,22991,477,1.29 [1.14-1.46],8.849138775933283e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",GDF15,Growth/differentiation factor 15,23125,479,1.43 [1.22-1.68],1.0522719713628155e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LGALS4,Galectin-4,22836,475,1.33 [1.16-1.52],4.977679121028037e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PLAUR,Urokinase plasminogen activator surface receptor,22695,474,1.77 [1.33-2.34],7.238228886889557e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,22870,477,1.63 [1.28-2.07],5.968551657284853e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",VSIG2,V-set and immunoglobulin domain-containing protein 2,19777,404,1.31 [1.15-1.50],4.380014784943688e-05
