Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
NSFL1C,NSFL1 cofactor p47,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22757,2138,1.11 [1.05-1.18],0.0004662772218217
NSFL1C,NSFL1 cofactor p47,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,25004,1185,1.15 [1.06-1.24],0.0004083377351666
