Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PCNA,Proliferating cell nuclear antigen,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22160,252,1.29 [1.12-1.48],0.0002721033634004
PCNA,Proliferating cell nuclear antigen,Chapter XI Diseases of the digestive system,Intestinal malabsorption,21994,86,1.57 [1.32-1.87],4.493990082990454e-07
PCNA,Proliferating cell nuclear antigen,Chapter XI Diseases of the digestive system,Coeliac disease,21981,73,1.54 [1.26-1.87],2.121187902419858e-05
PCNA,Proliferating cell nuclear antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,19854,50,1.53 [1.22-1.93],0.0002780238294609
