Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ITGB7,Integrin beta-7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,26122,123,2.33 [1.76-3.10],5.1544153712681174e-09
ITGB7,Integrin beta-7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,26109,110,2.21 [1.62-2.99],3.902367872648388e-07
ITGB7,Integrin beta-7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,26420,421,1.53 [1.27-1.83],5.746106163276893e-06
ITGB7,Integrin beta-7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26410,411,1.52 [1.26-1.83],9.415659747195296e-06
ITGB7,Integrin beta-7,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of lacrimal system,26925,104,1.77 [1.27-2.46],0.0006725232927307
ITGB7,Integrin beta-7,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,27729,34,2.57 [1.54-4.28],0.0003163025401486
ITGB7,Integrin beta-7,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",25954,34,2.61 [1.57-4.34],0.0002256271595894
ITGB7,Integrin beta-7,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,26172,55,2.14 [1.39-3.32],0.0006045689321185
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Diseases of liver,27196,109,2.26 [1.67-3.05],1.114185837314822e-07
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Diseases of the digestive system,26580,311,1.91 [1.57-2.32],7.172939942723658e-11
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Intestinal malabsorption,26375,106,4.83 [3.75-6.21],1.9071053621168886e-34
ITGB7,Integrin beta-7,Chapter XI Diseases of the digestive system,Coeliac disease,26359,90,5.59 [4.29-7.29],3.058386754455784e-37
ITGB7,Integrin beta-7,"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,27996,1209,1.25 [1.10-1.41],0.0005755233971619
