Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GPHA2,Glycoprotein hormone alpha-2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Impingement syndrome of shoulder,20556,116,0.33 [0.18-0.62],0.0006028292091269
GPHA2,Glycoprotein hormone alpha-2,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,22230,31,2.14 [1.57-2.93],1.7816195439869588e-06
