Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,A1BG,Alpha-1B-glycoprotein,16085,572,3.07 [1.87-5.04],9.690502324293396e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AAMDC,Mth938 domain-containing protein,15644,553,0.76 [0.65-0.89],0.0008650567631985
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABCA2,ATP-binding cassette sub-family A member 2,15542,556,1.53 [1.23-1.90],0.0001083899319739
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",18040,627,1.13 [1.04-1.23],0.005953462128629
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACE2,Angiotensin-converting enzyme 2,18151,627,1.31 [1.15-1.48],2.4298370244832423e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACY1,Aminoacylase-1,18462,647,1.28 [1.14-1.43],1.8309431587276795e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADA2,Adenosine deaminase 2,18381,635,1.43 [1.22-1.67],8.825659089175761e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,15600,555,1.68 [1.36-2.08],1.9369897759155928e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,18697,653,0.61 [0.46-0.82],0.0009023008195451
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,18398,641,1.30 [1.09-1.54],0.0032730251274322
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,18520,649,0.76 [0.65-0.88],0.0004455856425512
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADD1,Alpha-adducin,15716,560,0.82 [0.73-0.93],0.0012264590656643
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADGRE1,Adhesion G protein-coupled receptor E1,16020,570,1.36 [1.18-1.57],3.155113900647136e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADGRG1,Adhesion G-protein coupled receptor G1,18398,641,1.16 [1.07-1.25],0.0001513822935607
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,18151,627,1.17 [1.07-1.28],0.0004432511808806
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADM,Pro-adrenomedullin,18632,652,1.71 [1.31-2.24],9.665747168955106e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGR2,Anterior gradient protein 2 homolog,17933,621,1.16 [1.08-1.25],0.0001087845125545
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGRN,Agrin,18524,645,1.43 [1.18-1.74],0.0002242911321611
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGXT,Serine--pyruvate aminotransferase,18462,647,1.18 [1.08-1.30],0.0002954958844429
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ANGPT1,Angiopoietin-1,18384,643,0.88 [0.81-0.96],0.0026338288397589
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ANGPTL2,Angiopoietin-related protein 2,18460,643,1.42 [1.19-1.70],0.0001028354442398
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ANXA10,Annexin A10,18063,627,1.37 [1.27-1.48],6.319899051138792e-16
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ANXA11,Annexin A11,18403,639,0.87 [0.78-0.96],0.0069004625961696
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,APOA1,Apolipoprotein A-I,16085,572,0.52 [0.37-0.73],0.0001499783675166
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,APOC1,Apolipoprotein C-I,16056,572,0.70 [0.56-0.87],0.0015625446395704
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,APOD,Apolipoprotein D,15401,556,0.68 [0.54-0.88],0.0024945901041419
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,APOF,Apolipoprotein F,16095,573,0.64 [0.50-0.83],0.0008933958258517
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AREG,Amphiregulin,18398,641,1.26 [1.06-1.50],0.0084221406178267
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ARG1,Arginase-1,18344,644,0.83 [0.72-0.96],0.0092042037528983
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,15542,556,0.76 [0.61-0.93],0.0097677202157181
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ASGR1,Asialoglycoprotein receptor 1,18317,637,1.81 [1.45-2.27],1.6894497923339573e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ASGR2,Asialoglycoprotein receptor 2,16095,573,1.57 [1.17-2.11],0.002959883090127
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ATF2,Cyclic AMP-dependent transcription factor ATF-2,18063,627,1.13 [1.03-1.24],0.0091890238861368
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,B2M,Beta-2-microglobulin,16085,572,1.32 [1.08-1.62],0.0059458902665573
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,B4GALT1,"Beta-1,4-galactosyltransferase 1",18524,645,1.41 [1.10-1.81],0.007021047408939
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,18040,627,1.18 [1.06-1.31],0.0026072284921745
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BOC,Brother of CDO,18151,627,0.62 [0.46-0.85],0.0027290584476648
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BOLA2_BOLA2B,BolA-like protein 2,15644,553,0.79 [0.68-0.93],0.0040389801275834
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BPIFA2,BPI fold-containing family A member 2,15112,536,0.90 [0.83-0.97],0.0069818729391868
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BPIFB2,BPI fold-containing family B member 2,16056,571,1.23 [1.09-1.39],0.0009722809586913
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BSG,Basigin,18640,647,2.00 [1.41-2.83],9.691955223194391e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BST2,Bone marrow stromal antigen 2,18631,651,1.50 [1.33-1.69],2.157776670299965e-11
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,BTN2A1,Butyrophilin subfamily 2 member A1,18524,645,1.51 [1.17-1.94],0.0014747058422322
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,C19orf12,Protein C19orf12,18063,627,1.23 [1.11-1.35],3.485888254941466e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,C1QA,Complement C1q subcomponent subunit A,18580,644,1.69 [1.24-2.29],0.0008790498846266
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,C1RL,Complement C1r subcomponent-like protein,16055,572,2.04 [1.34-3.12],0.0009159693991706
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,C7,Complement component C7,15703,563,1.53 [1.19-1.97],0.000957517159763
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CA14,Carbonic anhydrase 14,18632,652,0.71 [0.58-0.86],0.0004217860667398
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CA5A,"Carbonic anhydrase 5A, mitochondrial",18151,627,1.12 [1.03-1.21],0.0048831221858313
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CA6,Carbonic anhydrase 6,18424,641,0.73 [0.65-0.82],3.1657787918778325e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CA9,Carbonic anhydrase 9,18632,652,1.98 [1.74-2.25],1.4489899076288373e-25
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,18581,651,0.91 [0.85-0.97],0.0068973373766012
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CASP8,Caspase-8,18582,650,0.83 [0.74-0.93],0.0019851618479421
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CBLIF,Cobalamin binding intrinsic factor,18438,646,1.79 [1.62-1.97],8.130697437333018e-33
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CBS,Cystathionine beta-synthase,15644,553,1.30 [1.12-1.50],0.0004396342847491
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCDC80,Coiled-coil domain-containing protein 80,18462,647,1.30 [1.07-1.58],0.0086850855602439
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,15644,553,1.20 [1.06-1.37],0.0037527539171556
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCL11,Eotaxin,18675,649,1.33 [1.10-1.61],0.0029003574963581
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCL20,C-C motif chemokine 20,18675,649,1.16 [1.08-1.25],6.0133734354971474e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCL21,C-C motif chemokine 21,18524,645,1.36 [1.16-1.59],0.0001645901342353
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCL27,C-C motif chemokine 27,18462,647,1.23 [1.09-1.38],0.0004793953534923
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CCNE1,G1/S-specific cyclin-E1,15600,555,1.11 [1.03-1.20],0.0090309369925778
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD160,CD160 antigen,18675,649,1.35 [1.17-1.56],3.894747741129587e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD163,Scavenger receptor cysteine-rich type 1 protein M130,18557,644,1.42 [1.21-1.66],1.4890796290244791e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD209,CD209 antigen,18509,645,0.78 [0.65-0.94],0.0086517183341006
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD244,Natural killer cell receptor 2B4,18675,649,1.48 [1.16-1.90],0.0017524278338598
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD27,CD27 antigen,18520,649,1.33 [1.14-1.56],0.0004125951983533
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD276,CD276 antigen,18430,641,1.36 [1.11-1.67],0.0028201076134056
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD28,T-cell-specific surface glycoprotein CD28,18040,627,1.39 [1.16-1.66],0.0002856083609218
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD300A,CMRF35-like molecule 8,15716,560,1.61 [1.24-2.10],0.0003829366907732
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD300C,CMRF35-like molecule 6,18631,651,1.61 [1.33-1.96],1.0135299187811156e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD300E,CMRF35-like molecule 2,18578,650,1.42 [1.20-1.67],3.1553758653186165e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD302,CD302 antigen,18398,641,1.67 [1.35-2.07],2.004426506124321e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD34,Hematopoietic progenitor cell antigen CD34,18573,650,0.65 [0.49-0.88],0.004561580792676
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD4,T-cell surface glycoprotein CD4,18408,640,1.36 [1.08-1.70],0.0076691671644062
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD48,CD48 antigen,18496,644,1.45 [1.16-1.82],0.0012763099966128
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD5L,CD5 antigen-like,16006,569,1.34 [1.13-1.58],0.0007098689007701
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD7,T-cell antigen CD7,15573,553,1.39 [1.17-1.66],0.0001909302669996
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD72,B-cell differentiation antigen CD72,15716,560,1.48 [1.24-1.77],1.611725795544268e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD74,HLA class II histocompatibility antigen gamma chain,18631,651,1.68 [1.39-2.04],1.2454685869982116e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD79B,B-cell antigen receptor complex-associated protein beta chain,18675,649,1.24 [1.07-1.44],0.0041328860241987
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD80,T-lymphocyte activation antigen CD80,16083,572,1.92 [1.55-2.37],1.9241377511559668e-09
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD83,CD83 antigen,18438,640,1.56 [1.28-1.90],7.92325280018051e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD99L2,CD99 antigen-like protein 2,18477,642,1.52 [1.14-2.03],0.0046375951888343
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CDC37,Hsp90 co-chaperone Cdc37,18520,649,0.88 [0.81-0.96],0.004889197246687
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CDCP1,CUB domain-containing protein 1,18317,637,1.50 [1.34-1.68],6.057978109038917e-12
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CDHR5,Cadherin-related family member 5,18462,647,1.34 [1.11-1.63],0.0025347940608426
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CDSN,Corneodesmosin,18624,648,1.25 [1.06-1.46],0.0077608487093206
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,18490,649,1.63 [1.18-2.24],0.0027688113402959
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,16020,570,0.86 [0.77-0.95],0.0023369583961806
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CELA2A,Chymotrypsin-like elastase family member 2A,16091,567,0.82 [0.73-0.93],0.0022792143339035
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CES1,Liver carboxylesterase 1,18516,647,1.13 [1.04-1.22],0.0036290952436783
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CES2,Cocaine esterase,18398,641,0.79 [0.69-0.91],0.0007149628344251
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CFC1,Cryptic protein,18040,627,1.46 [1.28-1.67],1.3217929449069024e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CFH,Complement factor H,15166,548,1.86 [1.30-2.67],0.0007391823600051
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CGA,Glycoprotein hormones alpha chain,18477,642,1.64 [1.48-1.82],6.673718820518357e-21
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CHGA,Chromogranin-A,16091,567,2.36 [2.20-2.53],3.0989017656511826e-129
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CHI3L1,Chitinase-3-like protein 1,18082,628,1.15 [1.06-1.25],0.0009922635304631
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CHIT1,Chitotriosidase-1,18553,650,1.07 [1.02-1.12],0.0098088495094354
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CIAPIN1,Anamorsin,18520,649,0.86 [0.76-0.96],0.0089257821994766
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CILP,Cartilage intermediate layer protein 1,16091,567,1.26 [1.08-1.47],0.0026868016747158
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CKAP4,Cytoskeleton-associated protein 4,18579,644,1.59 [1.27-1.99],5.155291077933163e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CLEC3B,Tetranectin,15739,561,0.53 [0.35-0.79],0.0021600826510653
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CLEC4A,C-type lectin domain family 4 member A,18438,640,0.63 [0.52-0.76],1.3516077107518655e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CLEC4M,C-type lectin domain family 4 member M,16068,565,0.79 [0.67-0.93],0.0055663526392989
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CLMP,CXADR-like membrane protein,18632,652,1.86 [1.36-2.54],9.311927663528108e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,COL18A1,Collagen alpha-1(XVIII) chain,18537,649,1.57 [1.16-2.10],0.002980866694583
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,COL6A3,Collagen alpha-3(VI) chain,18697,653,1.38 [1.15-1.67],0.0006763216029432
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,COLEC12,Collectin-12,18430,641,1.54 [1.19-1.99],0.0009101704509265
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CPM,Carboxypeptidase M,18540,646,1.74 [1.43-2.13],4.81730628043183e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CPXM2,Inactive carboxypeptidase-like protein X2,16083,572,1.63 [1.20-2.20],0.0017469123387362
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CRIM1,Cysteine-rich motor neuron 1 protein,18524,645,2.02 [1.45-2.82],3.704487504127444e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CRISP2,Cysteine-rich secretory protein 2,18632,652,0.83 [0.73-0.94],0.0043467933127331
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CRISP3,Cysteine-rich secretory protein 3,15942,569,0.65 [0.48-0.87],0.0035882616574101
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CRTAC1,Cartilage acidic protein 1,18697,653,0.74 [0.59-0.93],0.0084172742743339
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CRTAM,Cytotoxic and regulatory T-cell molecule,18317,637,1.28 [1.12-1.48],0.000420132669216
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CSF1,Macrophage colony-stimulating factor 1,18524,645,2.02 [1.57-2.59],3.295659388683552e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CSF1R,Macrophage colony-stimulating factor 1 receptor,16095,573,1.49 [1.24-1.79],2.804511485713181e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CTSD,Cathepsin D,17315,601,1.42 [1.20-1.67],3.2785937993869566e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CTSL,Cathepsin L1,18462,647,2.41 [1.84-3.16],1.822199282034379e-10
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CTSO,Cathepsin O,18675,649,1.47 [1.18-1.83],0.0006607095077747
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CTSZ,Cathepsin Z,18500,641,1.39 [1.12-1.74],0.002889809051634
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CXCL10,C-X-C motif chemokine 10,18524,645,1.19 [1.08-1.32],0.000645604500267
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CXCL13,C-X-C motif chemokine 13,18631,651,1.20 [1.09-1.33],0.0002784501573407
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CXCL5,C-X-C motif chemokine 5,18404,645,0.87 [0.81-0.92],6.587442388016045e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CXCL6,C-X-C motif chemokine 6,18675,649,0.88 [0.80-0.97],0.009447770412767
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CXCL9,C-X-C motif chemokine 9,18524,645,1.24 [1.12-1.37],2.009824102888034e-05
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,DARS1,"Aspartate--tRNA ligase, cytoplasmic",18292,636,0.88 [0.79-0.97],0.0092161828476765
