Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Dental caries,ACTA2,"Actin, aortic smooth muscle",22553,109,1.73 [1.33-2.26],5.3186207706766576e-05
Chapter XI Diseases of the digestive system,Dental caries,ACVRL1,Serine/threonine-protein kinase receptor R3,22727,107,2.89 [1.69-4.95],0.0001046766237289
Chapter XI Diseases of the digestive system,Dental caries,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19334,96,2.08 [1.38-3.15],0.0005021683484815
Chapter XI Diseases of the digestive system,Dental caries,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22862,109,2.18 [1.47-3.24],0.0001176816284558
Chapter XI Diseases of the digestive system,Dental caries,ADM,Pro-adrenomedullin,23169,111,4.19 [2.25-7.80],6.373374525314356e-06
Chapter XI Diseases of the digestive system,Dental caries,AHCY,Adenosylhomocysteinase,22968,108,1.38 [1.09-1.76],0.0078193978027112
Chapter XI Diseases of the digestive system,Dental caries,AHNAK2,Protein AHNAK2,19374,97,2.46 [1.57-3.85],8.909251900566378e-05
Chapter XI Diseases of the digestive system,Dental caries,AMBP,Protein AMBP,23134,111,3.29 [1.52-7.13],0.0025138394705252
Chapter XI Diseases of the digestive system,Dental caries,ANG,Angiogenin,22927,108,1.86 [1.18-2.95],0.0077820880473406
Chapter XI Diseases of the digestive system,Dental caries,ANGPT2,Angiopoietin-2,23169,111,1.81 [1.22-2.69],0.0033577373023644
Chapter XI Diseases of the digestive system,Dental caries,ANXA1,Annexin A1,19364,95,1.69 [1.29-2.20],0.0001173278930146
Chapter XI Diseases of the digestive system,Dental caries,AP1G2,AP-1 complex subunit gamma-like 2,19847,99,1.40 [1.12-1.75],0.002907825470778
Chapter XI Diseases of the digestive system,Dental caries,ARHGAP5,Rho GTPase-activating protein 5,19227,97,1.45 [1.20-1.76],0.0001667292169696
Chapter XI Diseases of the digestive system,Dental caries,ASGR1,Asialoglycoprotein receptor 1,22770,107,2.40 [1.49-3.87],0.000308298160364
Chapter XI Diseases of the digestive system,Dental caries,ATRAID,All-trans retinoic acid-induced differentiation factor,19855,99,2.09 [1.58-2.76],2.650028564855708e-07
Chapter XI Diseases of the digestive system,Dental caries,B2M,Beta-2-microglobulin,19941,97,1.68 [1.25-2.24],0.0004999838141672
Chapter XI Diseases of the digestive system,Dental caries,BMP4,Bone morphogenetic protein 4,22727,107,1.58 [1.18-2.13],0.0024179428579319
Chapter XI Diseases of the digestive system,Dental caries,BMP6,Bone morphogenetic protein 6,22518,109,1.70 [1.14-2.55],0.0094944812745912
Chapter XI Diseases of the digestive system,Dental caries,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,19334,96,1.64 [1.13-2.36],0.0084995534479098
Chapter XI Diseases of the digestive system,Dental caries,BSG,Basigin,23203,110,3.17 [1.52-6.60],0.0020875006475512
Chapter XI Diseases of the digestive system,Dental caries,BTN2A1,Butyrophilin subfamily 2 member A1,23050,109,2.17 [1.26-3.74],0.0054489600276408
Chapter XI Diseases of the digestive system,Dental caries,BTNL10,Butyrophilin-like protein 10,19227,97,1.67 [1.28-2.18],0.0001672827614615
Chapter XI Diseases of the digestive system,Dental caries,CA6,Carbonic anhydrase 6,22903,111,0.62 [0.48-0.80],0.0002807458869153
Chapter XI Diseases of the digestive system,Dental caries,CALB2,Calretinin,22466,105,1.70 [1.21-2.39],0.0020734774666572
Chapter XI Diseases of the digestive system,Dental caries,CALCA,Calcitonin,22737,107,1.37 [1.10-1.71],0.0048544290235735
Chapter XI Diseases of the digestive system,Dental caries,CALCB,Calcitonin gene-related peptide 2,19873,97,1.61 [1.13-2.31],0.0092716003980177
Chapter XI Diseases of the digestive system,Dental caries,CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2,19374,97,1.44 [1.13-1.84],0.0034318455165061
Chapter XI Diseases of the digestive system,Dental caries,CAMLG,Guided entry of tail-anchored proteins factor CAMLG,19388,96,1.63 [1.25-2.12],0.0002553160870747
Chapter XI Diseases of the digestive system,Dental caries,CAPG,Macrophage-capping protein,22810,109,1.51 [1.18-1.94],0.0012559343796738
Chapter XI Diseases of the digestive system,Dental caries,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,22770,107,1.39 [1.12-1.72],0.0029364107123573
Chapter XI Diseases of the digestive system,Dental caries,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,19374,97,1.52 [1.16-2.00],0.002136855639103
Chapter XI Diseases of the digestive system,Dental caries,CCL16,C-C motif chemokine 16,23253,111,1.65 [1.18-2.31],0.003727915945062
Chapter XI Diseases of the digestive system,Dental caries,CCL3,C-C motif chemokine 3,22948,108,1.27 [1.06-1.51],0.0089614915841363
Chapter XI Diseases of the digestive system,Dental caries,CCN5,CCN family member 5,22973,111,1.81 [1.20-2.74],0.004761719437841
Chapter XI Diseases of the digestive system,Dental caries,CD300A,CMRF35-like molecule 8,19466,95,2.78 [1.59-4.84],0.0003218882591498
Chapter XI Diseases of the digestive system,Dental caries,CD300E,CMRF35-like molecule 2,23107,111,2.26 [1.61-3.18],2.3569603105930254e-06
Chapter XI Diseases of the digestive system,Dental caries,CD302,CD302 antigen,22862,109,1.87 [1.17-2.99],0.008416105008185
Chapter XI Diseases of the digestive system,Dental caries,CD40,Tumor necrosis factor receptor superfamily member 5,22943,107,1.53 [1.13-2.08],0.0062564867332491
Chapter XI Diseases of the digestive system,Dental caries,CD46,Membrane cofactor protein,22858,108,2.27 [1.38-3.74],0.0012415025008105
Chapter XI Diseases of the digestive system,Dental caries,CD59,CD59 glycoprotein,22165,108,3.19 [1.92-5.30],7.246524942595549e-06
Chapter XI Diseases of the digestive system,Dental caries,CD72,B-cell differentiation antigen CD72,19466,95,1.71 [1.16-2.52],0.0062875808889121
Chapter XI Diseases of the digestive system,Dental caries,CD74,HLA class II histocompatibility antigen gamma chain,23177,111,1.87 [1.21-2.91],0.0052865332027843
Chapter XI Diseases of the digestive system,Dental caries,CD93,Complement component C1q receptor,22124,106,2.01 [1.21-3.35],0.007275730702874
Chapter XI Diseases of the digestive system,Dental caries,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,19855,99,1.97 [1.37-2.81],0.0002226918689641
Chapter XI Diseases of the digestive system,Dental caries,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,19466,95,2.84 [1.56-5.16],0.0006151359525096
Chapter XI Diseases of the digestive system,Dental caries,CENPJ,Centromere protein J,19567,98,1.35 [1.09-1.67],0.0057738023529471
Chapter XI Diseases of the digestive system,Dental caries,CEP170,Centrosomal protein of 170 kDa,19374,97,1.37 [1.09-1.72],0.0062610941482201
Chapter XI Diseases of the digestive system,Dental caries,CFD,Complement factor D,19941,97,2.98 [1.78-5.00],3.361941369350008e-05
Chapter XI Diseases of the digestive system,Dental caries,CGREF1,Cell growth regulator with EF hand domain protein 1,22968,108,1.74 [1.20-2.53],0.0035070242358072
Chapter XI Diseases of the digestive system,Dental caries,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",19873,97,1.89 [1.38-2.59],7.72373124852559e-05
Chapter XI Diseases of the digestive system,Dental caries,CHM,Rab proteins geranylgeranyltransferase component A 1,19388,96,1.61 [1.22-2.12],0.0007860775446824
Chapter XI Diseases of the digestive system,Dental caries,CHRDL1,Chordin-like protein 1,23016,108,2.03 [1.25-3.30],0.0041722822773765
Chapter XI Diseases of the digestive system,Dental caries,CKAP4,Cytoskeleton-associated protein 4,23130,109,2.44 [1.58-3.77],6.31604910362772e-05
Chapter XI Diseases of the digestive system,Dental caries,CLEC14A,C-type lectin domain family 14 member A,22973,111,2.12 [1.32-3.42],0.0019793514741149
Chapter XI Diseases of the digestive system,Dental caries,CLEC4D,C-type lectin domain family 4 member D,22948,108,1.57 [1.23-2.02],0.0003710082005744
Chapter XI Diseases of the digestive system,Dental caries,CLEC7A,C-type lectin domain family 7 member A,23240,110,1.63 [1.15-2.32],0.0060326160665426
Chapter XI Diseases of the digestive system,Dental caries,CLMP,CXADR-like membrane protein,23169,111,3.20 [1.66-6.16],0.000513311556756
Chapter XI Diseases of the digestive system,Dental caries,CLSTN2,Calsyntenin-2,23240,110,1.60 [1.13-2.27],0.0085374838061579
Chapter XI Diseases of the digestive system,Dental caries,CNDP1,Beta-Ala-His dipeptidase,23074,109,0.60 [0.44-0.81],0.0011185831109429
Chapter XI Diseases of the digestive system,Dental caries,COL15A1,Collagen alpha-1(XV) chain,19926,98,2.59 [1.42-4.71],0.001859430156589
Chapter XI Diseases of the digestive system,Dental caries,COL18A1,Collagen alpha-1(XVIII) chain,23065,110,4.38 [2.29-8.37],7.866663527565832e-06
Chapter XI Diseases of the digestive system,Dental caries,COL6A3,Collagen alpha-3(VI) chain,23253,111,2.50 [1.74-3.60],7.661549283916362e-07
Chapter XI Diseases of the digestive system,Dental caries,COLEC12,Collectin-12,22933,108,3.29 [1.96-5.54],6.8666545070764296e-06
Chapter XI Diseases of the digestive system,Dental caries,COMMD1,COMM domain-containing protein 1,19374,97,1.51 [1.12-2.04],0.0072869579333904
Chapter XI Diseases of the digestive system,Dental caries,CPA4,Carboxypeptidase A4,19083,93,2.01 [1.26-3.19],0.0031281316427504
Chapter XI Diseases of the digestive system,Dental caries,CRELD1,Protein disulfide isomerase CRELD1,19466,95,2.37 [1.44-3.91],0.0007324183106936
Chapter XI Diseases of the digestive system,Dental caries,CRIP2,Cysteine-rich protein 2,22770,107,1.72 [1.22-2.43],0.0018924239156085
Chapter XI Diseases of the digestive system,Dental caries,CSF1,Macrophage colony-stimulating factor 1,23050,109,3.46 [2.02-5.93],6.527757904929073e-06
Chapter XI Diseases of the digestive system,Dental caries,CSF2RA,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,22770,107,1.41 [1.10-1.79],0.0060793098580254
Chapter XI Diseases of the digestive system,Dental caries,CST3,Cystatin-C,23030,108,2.87 [1.76-4.67],2.242182839700785e-05
Chapter XI Diseases of the digestive system,Dental caries,CST7,Cystatin-F,22977,108,1.25 [1.09-1.43],0.0011416076523135
Chapter XI Diseases of the digestive system,Dental caries,CSTB,Cystatin-B,22668,106,1.77 [1.25-2.51],0.0013320877576262
Chapter XI Diseases of the digestive system,Dental caries,CXCL16,C-X-C motif chemokine 16,23217,111,3.05 [1.60-5.82],0.000734087316364
Chapter XI Diseases of the digestive system,Dental caries,DCTN2,Dynactin subunit 2,22862,109,1.26 [1.07-1.49],0.0062928718868842
Chapter XI Diseases of the digestive system,Dental caries,DCUN1D2,DCN1-like protein 2,19227,97,1.34 [1.11-1.62],0.0023716036298687
