Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,Melanocytic naevi,ACTA2,"Actin, aortic smooth muscle",23136,127,0.55 [0.35-0.85],0.006815013962249
Chapter II Neoplasms,Melanocytic naevi,ADGRE5,Adhesion G protein-coupled receptor E5,23745,131,0.45 [0.26-0.76],0.0029061622210684
Chapter II Neoplasms,Melanocytic naevi,ALPP,"Alkaline phosphatase, placental type",23448,126,1.23 [1.07-1.41],0.0029634733466626
Chapter II Neoplasms,Melanocytic naevi,CD74,HLA class II histocompatibility antigen gamma chain,23778,130,0.51 [0.31-0.82],0.0057084199670013
Chapter II Neoplasms,Melanocytic naevi,CEBPA,CCAAT/enhancer-binding protein alpha,19814,104,1.55 [1.12-2.14],0.0086917238377783
Chapter II Neoplasms,Melanocytic naevi,CLEC10A,C-type lectin domain family 10 member A,23364,127,0.49 [0.32-0.75],0.001059038186056
Chapter II Neoplasms,Melanocytic naevi,CRIM1,Cysteine-rich motor neuron 1 protein,23649,132,0.32 [0.15-0.71],0.0049700798270725
Chapter II Neoplasms,Melanocytic naevi,CRTAM,Cytotoxic and regulatory T-cell molecule,23364,127,0.65 [0.48-0.90],0.0086459097929558
Chapter II Neoplasms,Melanocytic naevi,DCN,Decorin,23136,127,0.26 [0.12-0.54],0.0003439343817855
Chapter II Neoplasms,Melanocytic naevi,DKKL1,Dickkopf-like protein 1,23448,126,0.79 [0.67-0.93],0.0046294888557072
Chapter II Neoplasms,Melanocytic naevi,ECE1,Endothelin-converting enzyme 1,23043,127,0.54 [0.35-0.85],0.0073447931542073
Chapter II Neoplasms,Melanocytic naevi,FGFBP2,Fibroblast growth factor-binding protein 2,20426,106,0.60 [0.41-0.88],0.008531174013971
Chapter II Neoplasms,Melanocytic naevi,FZD8,Frizzled-8,19766,100,0.46 [0.26-0.81],0.0075081305134396
Chapter II Neoplasms,Melanocytic naevi,GBP1,Guanylate-binding protein 1,20326,105,0.67 [0.53-0.86],0.0013630539708361
Chapter II Neoplasms,Melanocytic naevi,GFRA3,GDNF family receptor alpha-3,23291,127,0.40 [0.23-0.72],0.0022150993977601
Chapter II Neoplasms,Melanocytic naevi,GLYR1,Putative oxidoreductase GLYR1,20347,104,1.37 [1.08-1.73],0.0084074694378103
Chapter II Neoplasms,Melanocytic naevi,HGFAC,Hepatocyte growth factor activator,20262,105,0.42 [0.23-0.78],0.0057101875429263
Chapter II Neoplasms,Melanocytic naevi,IFNG,Interferon gamma,23151,129,0.82 [0.73-0.92],0.0006435665440056
Chapter II Neoplasms,Melanocytic naevi,IFNGR2,Interferon gamma receptor 2,23364,127,0.64 [0.46-0.89],0.0077789929392616
Chapter II Neoplasms,Melanocytic naevi,IL18,Interleukin-18,23452,131,1.56 [1.13-2.14],0.0065445788140066
Chapter II Neoplasms,Melanocytic naevi,IL19,Interleukin-19,22976,128,0.68 [0.53-0.87],0.0024253762487144
Chapter II Neoplasms,Melanocytic naevi,IL24,Interleukin-24,23151,129,1.41 [1.10-1.81],0.0065084338429313
Chapter II Neoplasms,Melanocytic naevi,IL7R,Interleukin-7 receptor subunit alpha,23575,131,0.65 [0.49-0.86],0.0028342919786098
Chapter II Neoplasms,Melanocytic naevi,LPO,Lactoperoxidase,22734,123,0.70 [0.54-0.91],0.0068735865751948
Chapter II Neoplasms,Melanocytic naevi,LSM1,U6 snRNA-associated Sm-like protein LSm1,23007,127,0.59 [0.41-0.84],0.0036247171821507
Chapter II Neoplasms,Melanocytic naevi,MYBPC2,"Myosin-binding protein C, fast-type",19853,101,0.60 [0.44-0.82],0.0012161518472974
Chapter II Neoplasms,Melanocytic naevi,NAAA,N-acylethanolamine-hydrolyzing acid amidase,23256,127,0.67 [0.51-0.89],0.0053850685390036
Chapter II Neoplasms,Melanocytic naevi,PDGFRA,Platelet-derived growth factor receptor alpha,23563,130,0.30 [0.17-0.54],5.7652455019375615e-05
Chapter II Neoplasms,Melanocytic naevi,RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,19853,101,0.33 [0.14-0.77],0.0096483847370482
Chapter II Neoplasms,Melanocytic naevi,REN,Renin,23563,130,0.74 [0.59-0.92],0.0069092536658292
Chapter II Neoplasms,Melanocytic naevi,SFRP1,Secreted frizzled-related protein 1,23278,127,0.58 [0.39-0.86],0.0070362226419338
Chapter II Neoplasms,Melanocytic naevi,SMARCA2,Probable global transcription activator SNF2L2,23043,127,1.29 [1.07-1.57],0.0086356509130583
Chapter II Neoplasms,Melanocytic naevi,SPINK6,Serine protease inhibitor Kazal-type 6,23768,131,0.64 [0.48-0.85],0.0018021991132121
Chapter II Neoplasms,Melanocytic naevi,TNR,Tenascin-R,23364,127,0.54 [0.37-0.79],0.0014146566740034
Chapter II Neoplasms,Melanocytic naevi,TXN,Thioredoxin,20117,104,1.68 [1.23-2.30],0.001035778590335
Chapter II Neoplasms,Melanocytic naevi,VCAM1,Vascular cell adhesion protein 1,23639,132,0.44 [0.24-0.79],0.0062023343233375
Chapter II Neoplasms,Melanocytic naevi,ZP3,Zona pellucida sperm-binding protein 3,19853,101,0.90 [0.84-0.96],0.002874747659579
