Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACVRL1,Serine/threonine-protein kinase receptor R3,49955,245,2.18 [1.47-3.22],9.78932585201224e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43711,207,2.33 [1.58-3.43],2.165633471900205e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADM,Pro-adrenomedullin,50853,250,2.58 [1.67-3.98],1.961163395534429e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AMBP,Protein AMBP,50780,250,3.13 [1.87-5.23],1.3712797714243137e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ANXA10,Annexin A10,49245,242,1.26 [1.12-1.41],8.674520852606645e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),APOA2,Apolipoprotein A-II,43940,211,1.80 [1.40-2.33],6.329836086069278e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AREG,Amphiregulin,50192,243,1.77 [1.41-2.23],8.222427869890475e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),BSG,Basigin,50900,249,3.55 [2.16-5.82],5.432148910284521e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),C7,Complement component C7,42911,207,2.58 [1.71-3.91],7.1170271770687965e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CCDC80,Coiled-coil domain-containing protein 80,50429,246,1.75 [1.32-2.30],8.46895133598393e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD27,CD27 antigen,50576,244,1.65 [1.30-2.10],4.276127749781164e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD300A,CMRF35-like molecule 8,42939,203,2.45 [1.61-3.73],2.8909659196044017e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD302,CD302 antigen,50192,243,1.99 [1.44-2.75],3.420930512893408e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD4,T-cell surface glycoprotein CD4,50275,247,1.77 [1.38-2.26],5.387886014299283e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD59,CD59 glycoprotein,48612,231,2.25 [1.51-3.34],6.497582907978235e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CD74,HLA class II histocompatibility antigen gamma chain,50870,247,1.90 [1.41-2.57],2.637240994287201e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,48590,240,1.48 [1.26-1.73],1.917491765444381e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CHGA,Chromogranin-A,43898,208,1.38 [1.24-1.54],4.434142587230047e-09
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CHI3L1,Chitinase-3-like protein 1,49324,242,1.34 [1.19-1.52],2.231794678558048e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CKAP4,Cytoskeleton-associated protein 4,50737,248,2.02 [1.48-2.75],8.564660128337174e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),CKB,Creatine kinase B-type,43898,208,1.82 [1.46-2.27],7.081939531508446e-08
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),COL18A1,Collagen alpha-1(XVIII) chain,50632,245,2.68 [1.70-4.24],2.427649340880988e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),COL6A3,Collagen alpha-3(VI) chain,51045,248,1.77 [1.34-2.33],5.72139639884034e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),DLL1,Delta-like protein 1,50576,244,2.10 [1.49-2.96],2.2690718344575705e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),DSC2,Desmocollin-2,49871,243,1.87 [1.39-2.50],2.726103910218672e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EBI3_IL27,Interleukin-27,50777,249,2.04 [1.44-2.88],5.983572811863511e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EDA2R,Tumor necrosis factor receptor superfamily member 27,50853,250,1.73 [1.33-2.26],4.3658641448936726e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,50548,249,1.99 [1.42-2.78],5.7842353872020445e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EFNA4,Ephrin-A4,49955,245,1.87 [1.39-2.53],4.424905771812726e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),EPHA2,Ephrin type-A receptor 2,48609,239,2.33 [1.85-2.93],7.954406928298779e-13
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FABP1,"Fatty acid-binding protein, liver",50391,243,1.33 [1.20-1.49],2.526690941153349e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FABP2,"Fatty acid-binding protein, intestinal",50429,246,1.30 [1.14-1.48],8.109456587894191e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FAM3B,Protein FAM3B,50192,243,2.00 [1.42-2.81],6.21309950332526e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FGFR2,Fibroblast growth factor receptor 2,50576,244,2.98 [1.89-4.69],2.300882815403775e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FOLR1,Folate receptor alpha,50348,239,1.98 [1.43-2.73],3.6360205610061655e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),FSTL3,Follistatin-related protein 3,50316,245,1.98 [1.45-2.71],1.595307832359076e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GAST,Gastrin,43795,210,1.20 [1.11-1.30],2.9742937322882552e-06
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GDF15,Growth/differentiation factor 15,51045,248,2.24 [1.89-2.66],1.861079605590092e-20
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GFAP,Glial fibrillary acidic protein,49153,243,2.32 [2.04-2.63],1.4817688643905783e-38
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GFRA1,GDNF family receptor alpha-1,50777,249,2.79 [1.99-3.92],3.363097119220244e-09
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),GPR37,Prosaposin receptor GPR37,49492,241,1.44 [1.21-1.70],3.237898341483061e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),HAVCR1,Hepatitis A virus cellular receptor 1,50780,250,1.50 [1.28-1.75],4.212824823870013e-07
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),HAVCR2,Hepatitis A virus cellular receptor 2,50436,245,1.81 [1.35-2.41],6.381908644037575e-05
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),HPGDS,Hematopoietic prostaglandin D synthase,49231,243,0.51 [0.37-0.69],1.6024392219306032e-05
